PEILDATUM;BRIN_NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM_VESTIGING;POSTCODE_VESTIGING;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;PROVINCIE;SOORT_PO;DENOMINATIE_VESTIGING;BEVOEGD_GEZAG_NUMMER;AFSTAND;LEERLINGEN
20171001;01AI;02;Mw Dr CP Gelinksch;3224HE;HELLEVOETSLUIS;530;Hellevoetsluis;Zuid-Holland;So;Algemeen bijzonder;62077;6693;8
20171001;01AI;04;Mw Dr CP Gelinckschool;3121JN;SCHIEDAM;606;Schiedam;Zuid-Holland;So;Algemeen bijzonder;62077;4185,38235294118;68
20171001;01AJ;00;Dr A Verschoor School;8072DD;NUNSPEET;302;Nunspeet;Gelderland;So;Algemeen bijzonder;62129;15914,9537037037;216
20171001;01AJ;01;Dr A Verschoor School;3842AE;HARDERWIJK;243;Harderwijk;Gelderland;Vso;Algemeen bijzonder;62129;5407,77777777778;18
20171001;01AJ;02;Dr A Verschoor School;8162BB;EPE;232;Epe;Gelderland;So;Algemeen bijzonder;62129;4043;7
20171001;01AK;00;SSBO Johan Seckel;7731BL;OMMEN;175;Ommen;Overijssel;Sbo;Protestants-Christelijk;62181;7381,19463087248;149
20171001;01BO;00;SSBO Toermalijn;7822EM;EMMEN;114;Emmen;Drenthe;Sbo;Rooms-Katholiek;45000;6715,2131147541;122
20171001;01BS;00;Schreuder College;3053ZV;ROTTERDAM;599;Rotterdam;Zuid-Holland;Vso;Algemeen bijzonder;62077;8832,82727272727;110
20171001;01BS;04;M J Schreuderschool;3029NP;ROTTERDAM;599;Rotterdam;Zuid-Holland;Vso;Algemeen bijzonder;62077;8123,08139534884;89
20171001;01BS;08;Schreuder College;3085EW;ROTTERDAM;599;Rotterdam;Zuid-Holland;Vso;Algemeen bijzonder;62077;8514,51674641148;210
20171001;01BS;09;Schreuder College;3061EW;ROTTERDAM;599;Rotterdam;Zuid-Holland;Vso;Algemeen bijzonder;62077;8243,59259259259;109
20171001;01CE;00;SSBO De Twine;9101AB;DOKKUM;58;Dongeradeel;Friesland;Sbo;Protestants-Christelijk;40788;7323,45539906103;213
20171001;01CN;00;'t Iemenschoer;7556WS;HENGELO OV;164;Hengelo;Overijssel;So;Algemeen bijzonder;83189;4591,25287356322;87
20171001;01CN;00;'t Iemenschoer;7556WS;HENGELO OV;164;Hengelo;Overijssel;Vso;Algemeen bijzonder;83189;6137,87412587413;143
20171001;01CX;00;SSBO De Vonder;7776BE;SLAGHAREN;160;Hardenberg;Overijssel;Sbo;Rooms-Katholiek;40888;8739,87301587302;63
20171001;01DM;00;SSBO Het Mozaiek;6135GC;SITTARD;1883;Sittard-Geleen;Limburg;Sbo;Rooms-Katholiek;83280;4505,75714285714;145
20171001;01FJ;00;SSBO De Prinsenhof;7316DK;APELDOORN;200;Apeldoorn;Gelderland;Sbo;Protestants-Christelijk;72464;5083,76296296296;135
20171001;01FN;00;SSBO SAM, loc Boddens Hosang;7002JA;DOETINCHEM;222;Doetinchem;Gelderland;Sbo;Algemeen bijzonder;22453;6027,28358208955;67
20171001;01FX;00;ZML De Bodde;5044EL;TILBURG;855;Tilburg;Noord-Brabant;So;Rooms-Katholiek;73114;5620,44444444444;91
20171001;01FX;00;ZML De Bodde;5044EL;TILBURG;855;Tilburg;Noord-Brabant;Vso;Rooms-Katholiek;73114;6307,55089820359;167
20171001;01GE;00;SSBO De Horst;6101NM;ECHT;1711;Echt-Susteren;Limburg;Sbo;Algemeen bijzonder;83280;6093,36633663366;105
20171001;01GF;00;SO4 De Windroos;6545LX;NIJMEGEN;268;Nijmegen;Gelderland;So;Rooms-Katholiek;29810;6071,70149253731;67
20171001;01GF;01;SO4 De Windroos;5831EW;BOXMEER;756;Boxmeer;Noord-Brabant;So;Rooms-Katholiek;29810;3768,25;16
20171001;01GQ;00;RK SSBO Carolus;6561AR;GROESBEEK;1945;Berg en Dal;Gelderland;Sbo;Rooms-Katholiek;42486;3961,68493150685;76
20171001;01JE;00;De Ommezwaai;6825EX;ARNHEM;202;Arnhem;Gelderland;So;Algemeen bijzonder;76689;6118,54482758621;145
20171001;01JE;01;De Fonkel;6713KM;EDE GLD;228;Ede;Gelderland;So;Algemeen bijzonder;76689;4700,36440677966;118
20171001;01JH;00;Sgm. so/vso De Brouwerij;6671DN;ZETTEN;1734;Overbetuwe;Gelderland;Vso;Protestants-Christelijk;41210;14159,1470588235;34
20171001;01JH;02;De Brouwerij;6862HL;OOSTERBEEK;274;Renkum;Gelderland;So;Protestants-Christelijk;41210;15584,7037037037;54
20171001;01JH;03;De Brouwerij;6717LX;EDE GLD;228;Ede;Gelderland;Vso;Protestants-Christelijk;41210;49574,6666666667;6
20171001;01JH;04;Sgm. so/vso De Brouwerij;6671DN;ZETTEN;1734;Overbetuwe;Gelderland;Vso;Protestants-Christelijk;41210;3395,58333333333;97
20171001;01JH;05;Sgm. so/vso De Brouwerij;6861EE;OOSTERBEEK;274;Renkum;Gelderland;Vso;Protestants-Christelijk;41210;17461,268907563;119
20171001;01JO;00;Auris Prof. Groenschool;3813VE;AMERSFOORT;307;Amersfoort;Utrecht;So;Algemeen bijzonder;41314;9596,65917602996;267
20171001;01JO;02;Auris De Kring;4461DS;GOES;664;Goes;Zeeland;So;Algemeen bijzonder;41314;17921,4155844156;154
20171001;01JO;03;De Weerklank;2324VN;LEIDEN;546;Leiden;Zuid-Holland;Vso;Protestants-Christelijk;41314;9488,37804878049;82
20171001;01JO;04;de Weerklank;2324VN;LEIDEN;546;Leiden;Zuid-Holland;So;Protestants-Christelijk;41314;6301,56296296296;135
20171001;01JO;05;De Weerklank;2402VA;ALPHEN AAN DEN RIJN;484;Alphen aan den Rijn;Zuid-Holland;So;Protestants-Christelijk;41314;4610,9347826087;92
20171001;01JO;06;De Spreekhoorn;4812GE;BREDA;758;Breda;Noord-Brabant;So;Rooms-Katholiek;41314;8141,81218274112;197
20171001;01JO;07;Auris Florant;5042CS;TILBURG;855;Tilburg;Noord-Brabant;So;Rooms-Katholiek;41314;5735,47333333333;150
20171001;01JO;08;Auris Montaal;4621CH;BERGEN OP ZOOM;748;Bergen op Zoom;Noord-Brabant;So;Rooms-Katholiek;41314;8720,77685950413;122
20171001;01JO;09;Auris College;3067PW;ROTTERDAM;599;Rotterdam;Zuid-Holland;Vso;Algemeen bijzonder;41314;12563,7628205128;157
20171001;01JO;10;Auris Hildernisseschool;3028XW;ROTTERDAM;599;Rotterdam;Zuid-Holland;So;Algemeen bijzonder;41314;7664,19431279621;211
20171001;01JO;11;Auris Taalplein;2805AR;GOUDA;513;Gouda;Zuid-Holland;So;Algemeen bijzonder;41314;4153,92631578947;95
20171001;01JO;12;Auris Rotsoord;3523CL;UTRECHT;344;Utrecht;Utrecht;So;Algemeen bijzonder;41314;9706,40506329114;158
20171001;01JO;13;Auris Ammanschool;3319HR;DORDRECHT;505;Dordrecht;Zuid-Holland;So;Algemeen bijzonder;41314;6014,67741935484;124
20171001;01JO;14;Auris Dr. M. Polanoschool;3076EB;ROTTERDAM;599;Rotterdam;Zuid-Holland;So;Algemeen bijzonder;41314;12220,7087378641;103
20171001;01JO;15;Auris Fortaal BMS;3563VJ;UTRECHT;344;Utrecht;Utrecht;So;Algemeen bijzonder;41314;7307,51724137931;146
20171001;01JO;17;Prof. van Gilseschool Haarlem;2015KN;HAARLEM;392;Haarlem;Noord-Holland;So;Algemeen bijzonder;41314;7311,47967479675;123
20171001;01JO;18;Prof. van Gilseschool;2134XS;HOOFDDORP;394;Haarlemmermeer;Noord-Holland;So;Algemeen bijzonder;41314;4870,1724137931;29
20171001;01JO;19;Prof. van Gilseschool;1962WN;HEEMSKERK;396;Heemskerk;Noord-Holland;So;Algemeen bijzonder;41314;4031,22222222222;27
20171001;01JO;20;Auris Taalfontein;3078PE;ROTTERDAM;599;Rotterdam;Zuid-Holland;So;Algemeen bijzonder;41314;4669,92168674699;168
20171001;01JO;21;Auris Fortaal Taalkring;3563EN;UTRECHT;344;Utrecht;Utrecht;So;Algemeen bijzonder;41314;5614,0202020202;99
20171001;01JO;22;Auris Taalkring;1212CB;HILVERSUM;402;Hilversum;Noord-Holland;So;Algemeen bijzonder;41314;7559,40909090909;44
20171001;01JO;23;Auris College Goes;4461NB;GOES;664;Goes;Zeeland;Vso;Algemeen bijzonder;41314;18649,1363636364;88
20171001;01JQ;00;SSBO De Windvang;2221SC;KATWIJK ZH;537;Katwijk;Zuid-Holland;Sbo;Protestants-Christelijk;41008;1592,73943661972;142
20171001;01JR;00;VSO School Werkenrode;6561KE;GROESBEEK;1945;Berg en Dal;Gelderland;Vso;Algemeen bijzonder;41331;21870,7320574163;209
20171001;01JW;00;SBO De Kristal;3607TC;MAARSSEN;1904;Stichtse Vecht;Utrecht;Sbo;Algemeen bijzonder;41879;2270,59595959596;100
20171001;01KI;00;SSVO School De Sprong;3953MC;MAARSBERGEN;1581;Utrechtse Heuvelrug;Utrecht;Vso;Openbaar;42756;16151,8648648649;37
20171001;01KI;02;De Heuvelrug (De Lindenhorst);3707CC;ZEIST;355;Zeist;Utrecht;Vso;Algemeen bijzonder;42756;2908,22580645161;31
20171001;01KJ;00;De Keerkring;3443EJ;WOERDEN;632;Woerden;Utrecht;Sbo;Algemeen bijzonder;70002;5387,27272727273;187
20171001;01KX;00;Bets Frijlingschool;1442EC;PURMEREND;439;Purmerend;Noord-Holland;So;Algemeen bijzonder;24922;4350,85245901639;61
20171001;01KY;00;SSBO De Baldakijn;9501TJ;STADSKANAAL;37;Stadskanaal;Groningen;Sbo;Algemeen bijzonder;41358;6615,79487179487;195
20171001;01KZ;00;Chr SSBO;7681AE;VROOMSHOOP;1700;Twenterand;Overijssel;Sbo;Protestants-Christelijk;61751;2560,17021276596;94
20171001;01LB;00;De Ruimte;1862PX;BERGEN NH;373;Bergen (NH.);Noord-Holland;So;Algemeen bijzonder;40837;11769,7477477477;111
20171001;01LB;00;De Ruimte;1862PX;BERGEN NH;373;Bergen (NH.);Noord-Holland;Vso;Algemeen bijzonder;40837;9315;27
20171001;01LP;00;Nexus, jouw impuls;1701AA;HEERHUGOWAARD;398;Heerhugowaard;Noord-Holland;Sbo;Algemeen bijzonder;41008;2731,69791666667;96
20171001;01MI;00;Heliomare Onderwijs;1949EC;WIJK AAN ZEE;375;Beverwijk;Noord-Holland;So;Algemeen bijzonder;40837;9526,0873015873;126
20171001;01MI;00;Heliomare Onderwijs;1949EC;WIJK AAN ZEE;375;Beverwijk;Noord-Holland;Vso;Algemeen bijzonder;40837;13940,6943127962;422
20171001;01OY;00;Kraaienest;2631NC;NOOTDORP;1926;Pijnacker-Nootdorp;Zuid-Holland;So;Algemeen bijzonder;20281;4060,11538461538;52
20171001;01OY;00;Kraaienest;2631NC;NOOTDORP;1926;Pijnacker-Nootdorp;Zuid-Holland;Vso;Algemeen bijzonder;20281;3091,20967741935;62
20171001;01OZ;00;P.I-school Hondsberg;5062JT;OISTERWIJK;824;Oisterwijk;Noord-Brabant;So;Algemeen bijzonder;50143;25601,4479166667;96
20171001;01OZ;00;P.I-school Hondsberg;5062JT;OISTERWIJK;824;Oisterwijk;Noord-Brabant;Vso;Algemeen bijzonder;50143;40600,0789473684;38
20171001;01PA;00;Emiliusschool;5691AE;SON EN BREUGEL;848;Son en Breugel;Noord-Brabant;So;Algemeen bijzonder;82253;15496,1129032258;62
20171001;01PA;00;Emiliusschool;5691AE;SON EN BREUGEL;848;Son en Breugel;Noord-Brabant;Vso;Algemeen bijzonder;82253;12463,4179104478;67
20171001;01PD;00;Hub Nrd-Brabant vest. Rosmalen;5244PE;ROSMALEN;796;'s-Hertogenbosch;Noord-Brabant;So;Algemeen bijzonder;82292;8351,71515151515;330
20171001;01PD;00;Hub Nrd-Brabant vest. Rosmalen;5244PE;ROSMALEN;796;'s-Hertogenbosch;Noord-Brabant;Vso;Algemeen bijzonder;82292;8348,39215686274;51
20171001;01PJ;00;De Groote Aard SO-VSO;5521TP;EERSEL;770;Eersel;Noord-Brabant;So;Algemeen bijzonder;44201;8624;22
20171001;01PJ;00;De Groote Aard SO-VSO;5521TP;EERSEL;770;Eersel;Noord-Brabant;Vso;Algemeen bijzonder;44201;7180,06944444444;74
20171001;01QH;00;Sgm Klein Borculo;7271NS;BORCULO;1859;Berkelland;Gelderland;Vso;Interconfessioneel;83189;17412,5147679325;239
20171001;01QH;01;Sgm Klein Borculo;7006HA;DOETINCHEM;222;Doetinchem;Gelderland;Vso;Interconfessioneel;83189;12472,8936651584;444
20171001;01QH;05;Sgm Klein Borculo;7602PT;ALMELO;141;Almelo;Overijssel;Vso;Interconfessioneel;83189;9081,42857142857;99
20171001;01QH;06;Sgm Klein Borculo;7241NB;LOCHEM;262;Lochem;Gelderland;Vso;Interconfessioneel;83189;13316,5277777778;36
20171001;01RB;00;ZMLK De Maaskei;6097NA;HEEL;1641;Maasgouw;Limburg;So;Rooms-Katholiek;44813;8631,53846153846;13
20171001;01RB;00;ZMLK De Maaskei;6097NA;HEEL;1641;Maasgouw;Limburg;Vso;Rooms-Katholiek;44813;8139,34615384615;78
20171001;01RB;01;ZMLK De Maaskei;6006AH;WEERT;988;Weert;Limburg;So;Rooms-Katholiek;44813;4118,71428571429;14
20171001;01RE;00;SGM Lichtenbeek (SO - LG);6816VC;ARNHEM;202;Arnhem;Gelderland;So;Algemeen bijzonder;40631;12211,7643312102;157
20171001;01RE;01;Mariendal;7323RC;APELDOORN;200;Apeldoorn;Gelderland;So;Algemeen bijzonder;40631;8793,421875;64
20171001;01RE;02;Mariendal;7009ND;DOETINCHEM;222;Doetinchem;Gelderland;So;Algemeen bijzonder;40631;9603,25;32
20171001;01ST;00;Rehoboth SBO, Ochten;4051KA;OCHTEN;1740;Neder-Betuwe;Gelderland;Sbo;Reformatorisch;84515;8960,9793814433;97
20171001;01TQ;00;ZMLK School Klimop;1217EA;HILVERSUM;402;Hilversum;Noord-Holland;So;Protestants-Christelijk;42687;6844,93103448276;29
20171001;01TQ;00;ZMLK School Klimop;1217EA;HILVERSUM;402;Hilversum;Noord-Holland;Vso;Protestants-Christelijk;42687;6807,9696969697;66
20171001;01TQ;02;ZMLK School Klimop;1403NH;BUSSUM;1942;Gooise Meren;Noord-Holland;So;Protestants-Christelijk;42687;5335,67605633803;71
20171001;01TQ;02;ZMLK School Klimop;1403NH;BUSSUM;1942;Gooise Meren;Noord-Holland;Vso;Protestants-Christelijk;42687;8977,325;80
20171001;01TQ;03;ZMLK School Klimop;1271AA;HUIZEN;406;Huizen;Noord-Holland;Vso;Protestants-Christelijk;42687;8134,42045454546;88
20171001;01UB;00;VSO Parcours;5021XA;TILBURG;855;Tilburg;Noord-Brabant;Vso;Rooms-Katholiek;73114;6993,57541899441;180
20171001;01UC;00;Yulius Onderwijs;2992KZ;BARENDRECHT;489;Barendrecht;Zuid-Holland;So;Algemeen bijzonder;85256;9698,03187250996;251
20171001;01UC;01;Yulius DB MEC;3072KG;ROTTERDAM;599;Rotterdam;Zuid-Holland;Vso;Algemeen bijzonder;85256;6389,89473684211;38
20171001;01UC;05;Yulius De Fjord;2906RN;CAPELLE AAN DEN IJSSEL;502;Capelle aan den IJssel;Zuid-Holland;Vso;Algemeen bijzonder;85256;14212;51
20171001;01UC;06;Yulius De Gaard;3206AG;SPIJKENISSE;1930;Nissewaard;Zuid-Holland;Vso;Algemeen bijzonder;85256;6649,15454545455;110
20171001;01UC;08;Drechtster College;3328GD;DORDRECHT;505;Dordrecht;Zuid-Holland;Vso;Algemeen bijzonder;85256;7528,5987654321;162
20171001;01UC;09;Yulius Het Tij;3311DB;DORDRECHT;505;Dordrecht;Zuid-Holland;Vso;Algemeen bijzonder;85256;6639,1338028169;142
20171001;01UC;12;De Atlas;3313EV;DORDRECHT;505;Dordrecht;Zuid-Holland;So;Algemeen bijzonder;85256;4177,14583333333;96
20171001;01UC;15;Yulius IIex College;3118GC;SCHIEDAM;606;Schiedam;Zuid-Holland;Vso;Algemeen bijzonder;85256;5286,8253968254;126
20171001;01UC;16;Yulius Heer Bokel College;3032AD;ROTTERDAM;599;Rotterdam;Zuid-Holland;Vso;Algemeen bijzonder;85256;10072,7127659574;188
20171001;01UC;19;Yulius Lingewaal College;4206BC;GORINCHEM;512;Gorinchem;Zuid-Holland;Vso;Algemeen bijzonder;85256;11010,6226415094;53
20171001;01UC;21;Yulius Discovery College;2994GC;BARENDRECHT;489;Barendrecht;Zuid-Holland;Vso;Algemeen bijzonder;85256;8390,0890052356;191
20171001;01UO;00;ZMOK School De Buitenhof;6419PJ;HEERLEN;917;Heerlen;Limburg;So;Algemeen bijzonder;41821;9611,54117647059;85
20171001;01UO;00;ZMOK School De Buitenhof;6419PJ;HEERLEN;917;Heerlen;Limburg;Vso;Algemeen bijzonder;41821;9600,80888888889;225
20171001;01UQ;00;De Wijnberg;5915HB;VENLO;983;Venlo;Limburg;So;Rooms-Katholiek;85581;16185,3913043478;115
20171001;01UQ;00;De Wijnberg;5915HB;VENLO;983;Venlo;Limburg;Vso;Rooms-Katholiek;85581;14408,1794871795;78
20171001;01UQ;03;Sch v Langd Zieke Kind;5801VD;VENRAY;984;Venray;Limburg;So;Rooms-Katholiek;85581;3854,23076923077;13
20171001;01UQ;04;Sch v Langd Zieke Kind;6004AK;WEERT;988;Weert;Limburg;So;Rooms-Katholiek;85581;5452,6;5
20171001;01UQ;05;De Wijnberg;6043HK;ROERMOND;957;Roermond;Limburg;So;Rooms-Katholiek;85581;6006,10256410256;39
20171001;01UQ;05;De Wijnberg;6043HK;ROERMOND;957;Roermond;Limburg;Vso;Rooms-Katholiek;85581;12909,8181818182;22
20171001;01UR;00;SBO De Piramide;1624EH;HOORN NH;405;Hoorn;Noord-Holland;Sbo;Algemeen bijzonder;42635;4755,50892857143;112
20171001;01UR;01;Openbare SSBO;1624EH;HOORN NH;405;Hoorn;Noord-Holland;Sbo;Openbaar;42635;4668,3;20
20171001;01VE;00;GBS De Bron;3771CS;BARNEVELD;203;Barneveld;Gelderland;Bo;Gereformeerd vrijgemaakt;40945;1598,09523809524;105
20171001;01VF;00;SBO Professor Dumont;1107NG;AMSTERDAM;363;Amsterdam;Noord-Holland;Sbo;Algemeen bijzonder;77690;2934,66233766234;78
20171001;01VG;00;Jenaplansch T Vlot;9602KZ;HOOGEZAND;18;Hoogezand-Sappemeer;Groningen;Bo;Algemeen bijzonder;40865;3134,4126984127;126
20171001;01VG;01;Peter Petersenschool;9751SL;HAREN GN;17;Haren;Groningen;Bo;Algemeen bijzonder;40865;1755,176;250
20171001;01VI;00;De Parkschool;3813LW;AMERSFOORT;307;Amersfoort;Utrecht;Bo;Protestants-Christelijk;30010;433,008810572687;227
20171001;01VQ;00;Rk Bs Beekvliet;1991ET;VELSERBROEK;453;Velsen;Noord-Holland;Bo;Rooms-Katholiek;40257;1008,74082073434;463
20171001;01VR;00;Montessorischool;2912CR;NIEUWERKERK AD IJSSEL;1892;Zuidplas;Zuid-Holland;Bo;Algemeen bijzonder;41226;1184,49115044248;226
20171001;01VY;00;Basissch De Lingewaard;4241CA;ARKEL;689;Giessenlanden;Zuid-Holland;Bo;Openbaar;41638;173,423868312757;243
20171001;01WQ;00;Geref Basissch De Rank;9301KE;RODEN;1699;Noordenveld;Drenthe;Bo;Gereformeerd vrijgemaakt;42607;1267,3515625;128
20171001;01WU;00;Vrije Sch De Regenboog;5643CJ;EINDHOVEN;772;Eindhoven;Noord-Brabant;Bo;Antroposofisch;30027;2678,37768240343;468
20171001;01WX;00;De Alk;1813KE;ALKMAAR;361;Alkmaar;Noord-Holland;So;Algemeen bijzonder;40837;6702,71717171717;99
20171001;01WX;00;De Alk;1813KE;ALKMAAR;361;Alkmaar;Noord-Holland;Vso;Algemeen bijzonder;40837;8207,81818181818;165
20171001;01XH;00;Basisschool De Ammers;2964CC;GROOT-AMMERS;1927;Molenwaard;Zuid-Holland;Bo;Openbaar;41638;110,198198198198;111
20171001;01XT;00;De Balans Chr. Sch. v. SBO;2901CL;CAPELLE AAN DEN IJSSEL;502;Capelle aan den IJssel;Zuid-Holland;Sbo;Protestants-Christelijk;43227;2723,0843373494;83
20171001;01XU;00;Hildegaertschool;3055TE;ROTTERDAM;599;Rotterdam;Zuid-Holland;Bo;Protestants-Christelijk;40774;1080,48899755501;409
20171001;01ZA;00;SSBO De Wissel;4002AZ;TIEL;281;Tiel;Gelderland;Sbo;Algemeen bijzonder;41876;4237,825;160
20171001;02AC;00;ZMLK School Kon Emma;3816AJ;AMERSFOORT;307;Amersfoort;Utrecht;So;Protestants-Christelijk;62662;7301,29850746269;67
20171001;02AC;00;ZMLK School Kon Emma;3816AJ;AMERSFOORT;307;Amersfoort;Utrecht;Vso;Protestants-Christelijk;62662;7392,86734693878;98
20171001;02AJ;00;Chr SSBO De Vogelhorst;3772TX;BARNEVELD;203;Barneveld;Gelderland;Sbo;Protestants-Christelijk;25897;5358,89308176101;159
20171001;02BJ;00;Aquamarijn;8918CT;LEEUWARDEN;80;Leeuwarden;Friesland;Sbo;Protestants-Christelijk;40636;4664,05371900826;242
20171001;02CK;00;Mytylschool De Sprienke;4462JA;GOES;664;Goes;Zeeland;So;Algemeen bijzonder;41312;15254,632183908;87
20171001;02CK;00;Mytylschool De Sprienke;4462JA;GOES;664;Goes;Zeeland;Vso;Algemeen bijzonder;41312;16447,0506329114;80
20171001;02CO;00;Chr SSBO De Wegwijzer;3241AD;MIDDELHARNIS;1924;Goeree-Overflakkee;Zuid-Holland;Sbo;Protestants-Christelijk;30837;7039,42666666667;75
20171001;02CP;00;De Wingerd;8072BW;NUNSPEET;302;Nunspeet;Gelderland;So;Protestants-Christelijk;41671;7784,625;24
20171001;02CP;00;De Wingerd;8072BW;NUNSPEET;302;Nunspeet;Gelderland;Vso;Protestants-Christelijk;41671;8128,36842105263;38
20171001;02CQ;00;SSBO De Vlinderboom;6681BN;BEMMEL;1705;Lingewaard;Gelderland;Sbo;Rooms-Katholiek;71956;5823,52314814815;216
20171001;02CX;00;SSBO Koningin Emma;3861LT;NIJKERK GLD;267;Nijkerk;Gelderland;Sbo;Protestants-Christelijk;41671;4603,57471264368;87
20171001;02DE;00;Bernardusschool;2597EE;'S-GRAVENHAGE;518;'s-Gravenhage;Zuid-Holland;So;Rooms-Katholiek;20281;4352,32692307692;53
20171001;02DE;01;Bernardusschool;2597GV;'S-GRAVENHAGE;518;'s-Gravenhage;Zuid-Holland;Vso;Rooms-Katholiek;20281;4553,578125;64
20171001;02EG;00;SBO De Fontein;5988AW;HELDEN;1894;Peel en Maas;Limburg;Sbo;Rooms-Katholiek;47959;3195,26923076923;26
20171001;02EH;00;SSBO De Zeearend;1945NC;BEVERWIJK;375;Beverwijk;Noord-Holland;Sbo;Algemeen bijzonder;26158;2201,91538461538;130
20171001;02EJ;00;Leidse Buitenschool;2224CD;KATWIJK ZH;537;Katwijk;Zuid-Holland;So;Algemeen bijzonder;41008;5819,06818181818;88
20171001;02EJ;04;Leidse Buitenschool (Palmhuis);2512EX;'S-GRAVENHAGE;518;'s-Gravenhage;Zuid-Holland;Vso;Algemeen bijzonder;41008;5867,86363636364;66
20171001;02EP;00;Caleidoscoop;8924JK;LEEUWARDEN;80;Leeuwarden;Friesland;So;Algemeen bijzonder;41414;9637,67455621302;169
20171001;02EY;00;Hoenderloo College voor VSO;7351DA;HOENDERLOO;200;Apeldoorn;Gelderland;Vso;Algemeen bijzonder;36700;9295,24723247232;272
20171001;02EY;05;Hoenderloo College voor VSO;6877AE;DEELEN;228;Ede;Gelderland;Vso;Algemeen bijzonder;36700;17045,625;40
20171001;02FI;00;SBO De Diamant;2671GM;NAALDWIJK;1783;Westland;Zuid-Holland;Sbo;Protestants-Christelijk;41454;3211,10135135135;297
20171001;02GA;00;Koetsveldschool;2542TC;'S-GRAVENHAGE;518;'s-Gravenhage;Zuid-Holland;So;Protestants-Christelijk;70176;3213,41176470588;102
20171001;02GA;00;Koetsveldschool;2542TC;'S-GRAVENHAGE;518;'s-Gravenhage;Zuid-Holland;Vso;Protestants-Christelijk;70176;3234,76344086022;93
20171001;02GD;00;OCR Het Roessingh;7522AH;ENSCHEDE;153;Enschede;Overijssel;So;Algemeen bijzonder;25859;13673,1823529412;171
20171001;02GD;00;OCR Het Roessingh;7522AH;ENSCHEDE;153;Enschede;Overijssel;Vso;Algemeen bijzonder;25859;14148,9071428571;142
20171001;02GD;05;De Meander;7581PW;LOSSER;168;Losser;Overijssel;So;Algemeen bijzonder;25859;8661,75;8
20171001;02GD;05;De Meander;7581PW;LOSSER;168;Losser;Overijssel;Vso;Algemeen bijzonder;25859;5438,30769230769;13
20171001;02GM;00;Daniel De Brouwerschool;7384AN;WILP GLD;285;Voorst;Gelderland;So;Rooms-Katholiek;30605;9719,49152542373;59
20171001;02GM;00;Daniel De Brouwerschool;7384AN;WILP GLD;285;Voorst;Gelderland;Vso;Rooms-Katholiek;30605;10984,5443037975;158
20171001;02KX;00;Zmok Jozef;6267NL;CADIER EN KEER;1903;Eijsden-Margraten;Limburg;Vso;Rooms-Katholiek;41821;25788,1290322581;31
20171001;02KX;01;Zmok Jozef-JJI;6267NL;CADIER EN KEER;1903;Eijsden-Margraten;Limburg;Vso;Rooms-Katholiek;41821;26599,3529411765;17
20171001;02KX;03;Zmok Jozef GJI;6267NL;CADIER EN KEER;1903;Eijsden-Margraten;Limburg;Vso;Rooms-Katholiek;41821;5013,69565217391;46
20171001;02NY;00;De Klaproos;6815EC;ARNHEM;202;Arnhem;Gelderland;Sbo;Samenwerking PC, RK;40972;4722,09219858156;142
20171001;02PQ;00;Intermetzo Onderwijs;7211LC;EEFDE;262;Lochem;Gelderland;Vso;Protestants-Christelijk;41635;1333,90163934426;61
20171001;02PQ;05;LSG Rentray;7418AH;DEVENTER;150;Deventer;Overijssel;Vso;Protestants-Christelijk;41635;4357,29032258064;31
20171001;02PQ;13;LSG Rentray;7211LC;EEFDE;262;Lochem;Gelderland;Vso;Protestants-Christelijk;41635;3850;2
20171001;02PQ;16;LSG Rentray;7211LC;EEFDE;262;Lochem;Gelderland;Vso;Protestants-Christelijk;41635;320,833333333333;12
20171001;02QV;00;Mytylschool Ulingshof;5915PM;VENLO;983;Venlo;Limburg;So;Rooms-Katholiek;44813;10759,8493150685;73
20171001;02QV;00;Mytylschool Ulingshof;5915PM;VENLO;983;Venlo;Limburg;Vso;Rooms-Katholiek;44813;12582,4583333333;24
20171001;02RC;00;SSBO De Driemaster;4615BP;BERGEN OP ZOOM;748;Bergen op Zoom;Noord-Brabant;Sbo;Rooms-Katholiek;40517;5740,68648648649;185
20171001;02RF;00;Berg en Bosch Onderwijs;3723MB;BILTHOVEN;310;De Bilt;Utrecht;So;Algemeen bijzonder;40908;10433,2738095238;84
20171001;02RF;00;Berg en Bosch Onderwijs;3723MB;BILTHOVEN;310;De Bilt;Utrecht;Vso;Algemeen bijzonder;40908;11819,6618357488;207
20171001;02RF;01;Berg en Boschschool;3994AD;HOUTEN;321;Houten;Utrecht;So;Algemeen bijzonder;40908;9286,28703703704;108
20171001;02RF;01;Berg en Boschschool;3994AD;HOUTEN;321;Houten;Utrecht;Vso;Algemeen bijzonder;40908;12394,641509434;159
20171001;02RG;00;SBO De Maremak;5283XH;BOXTEL;757;Boxtel;Noord-Brabant;Sbo;Rooms-Katholiek;40706;2137,86666666667;60
20171001;02RH;00;Het Berkenhofcollege;4836AD;BREDA;758;Breda;Noord-Brabant;Vso;Rooms-Katholiek;41200;14951,1352941176;170
20171001;02RH;01;De Fakkel;4702EP;ROOSENDAAL;1674;Roosendaal;Noord-Brabant;So;Rooms-Katholiek;41200;6758,91056910569;123
