PEILDATUM_LEERLINGEN;PRIKDATUM_ADVIEZEN;BRIN_NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM_VESTIGING;POSTCODE_VESTIGING;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;PROVINCIE;SOORT_PO;DENOMINATIE_VESTIGING;BEVOEGD_GEZAG_NUMMER;VSO;PRO;VMBO_B;VMBO_B_K;VMBO_K;VMBO_K_GT;VMBO_GT;VMBO_GT_HAVO;HAVO;HAVO_VWO;VWO;ADVIES_NIET_MOGELIJK;TOTAAL_ADVIES
20170415;20170722;11JX;00;Da Costaschool;8071ZR;NUNSPEET; 302;Nunspeet;Gelderland;Bo;Protestants-Christelijk;24533;0;0;2;5;4;0;9;0;13;8;3;0;44
20170415;20170722;11KB;00;Basissch Sint Theresia;6312AJ;RANSDAAL; 986;Voerendaal;Limburg;Bo;Rooms-Katholiek;41506;0;0;2;0;0;3;1;1;0;0;3;0;10
20170415;20170722;11KC;00;Basissch Stelaertshoeve;5011EC;TILBURG; 855;Tilburg;Noord-Brabant;Bo;Rooms-Katholiek;40971;0;1;3;0;2;3;12;3;17;0;7;0;48
20170415;20170722;11KE;00;RK BS De Geule;4535EV;TERNEUZEN; 715;Terneuzen;Zeeland;Bo;Rooms-Katholiek;40803;0;0;0;2;1;0;9;0;2;0;2;0;16
20170415;20170722;11KG;00;RK Basissch De Triangel;2803JH;GOUDA; 513;Gouda;Zuid-Holland;Bo;Rooms-Katholiek;40765;0;0;0;0;5;0;3;4;4;3;4;0;23
20170415;20170722;11KJ;00;Basisschool Sint Thomas;8916EL;LEEUWARDEN;  80;Leeuwarden;Friesland;Bo;Rooms-Katholiek;41000;0;0;4;0;6;0;10;0;9;1;10;0;40
20170415;20170722;11KM;00;De Crijnsschool;5672ST;NUENEN; 820;Nuenen, Gerwen en Nederwetten;Noord-Brabant;Bo;Rooms-Katholiek;40557;0;0;0;1;4;2;6;5;4;3;4;0;29
20170415;20170722;11KN;00;De Lichtbaak;9406TH;ASSEN; 106;Assen;Drenthe;Bo;Protestants-Christelijk;32073;0;0;2;0;3;0;4;0;4;0;5;0;18
20170415;20170722;11KO;00;Kleinerf;5425VR;DE MORTEL;1652;Gemert-Bakel;Noord-Brabant;Bo;Rooms-Katholiek;32580;0;0;0;0;4;0;2;2;1;2;5;0;16
20170415;20170722;11KQ;00;Basisschool de Sluis;3704GG;ZEIST; 355;Zeist;Utrecht;Bo;Protestants-Christelijk;35466;0;0;1;1;2;1;9;8;6;5;13;1;47
20170415;20170722;11KR;00;BS het Talent;5721EE;ASTEN; 743;Asten;Noord-Brabant;Bo;Rooms-Katholiek;41223;0;0;0;3;3;4;10;2;3;2;8;0;35
20170415;20170722;11KS;00;RK Basisschool de Wheele;7622HB;BORNE; 147;Borne;Overijssel;Bo;Rooms-Katholiek;37650;0;0;1;0;5;0;7;1;8;0;5;1;28
20170415;20170722;11KW;00;De Wegwijzer;7581EP;LOSSER; 168;Losser;Overijssel;Bo;Rooms-Katholiek;40903;0;1;2;0;3;2;0;1;2;1;3;0;15
20170415;20170722;11LB;00;RK Basisschool Driehuis;3641AJ;MIJDRECHT; 736;De Ronde Venen;Utrecht;Bo;Rooms-Katholiek;41233;0;0;2;0;2;0;5;0;5;0;4;0;18
20170415;20170722;11LE;00;Godfried Bomansschool;2288EJ;RIJSWIJK ZH; 603;Rijswijk;Zuid-Holland;Bo;Rooms-Katholiek;40928;0;0;2;4;1;1;2;1;5;3;5;0;24
20170415;20170722;11LF;00;PC Bs Willem de Zwijger;2351GG;LEIDERDORP; 547;Leiderdorp;Zuid-Holland;Bo;Protestants-Christelijk;41316;0;0;0;0;2;2;3;6;8;5;10;0;36
20170415;20170722;11LG;00;Montessori Bs de Elzen;5038HD;TILBURG; 855;Tilburg;Noord-Brabant;Bo;Rooms-Katholiek;48101;0;0;1;0;5;2;20;1;12;0;15;0;56
20170415;20170722;11LH;00;Bs Montessori Lindenholt;6546XN;NIJMEGEN; 268;Nijmegen;Gelderland;Bo;Algemeen bijzonder;29810;0;0;0;2;4;3;5;4;1;4;5;0;28
20170415;20170722;11LI;00;Rk Bs de Bosbouwers;2134SB;HOOFDDORP; 394;Haarlemmermeer;Noord-Holland;Bo;Rooms-Katholiek;42683;0;0;6;4;2;0;9;4;8;6;7;0;46
20170415;20170722;11LJ;00;Heilige Familieschool;3991AA;HOUTEN; 321;Houten;Utrecht;Bo;Rooms-Katholiek;43318;0;0;1;2;1;1;4;1;2;7;9;0;28
20170415;20170722;11LK;00;'n Esch;7634PS;TILLIGTE;1774;Dinkelland;Overijssel;Bo;Rooms-Katholiek;75219;0;0;0;0;3;0;1;1;1;0;2;0;8
20170415;20170722;11LL;00;Basisschool de Vlieger;6432CP;HOENSBROEK; 917;Heerlen;Limburg;Bo;Rooms-Katholiek;41516;0;0;6;0;7;0;7;1;1;3;2;0;27
20170415;20170722;11LM;00;Basisschool De Toverbal;5801EM;VENRAY; 984;Venray;Limburg;Bo;Rooms-Katholiek;44397;0;0;3;2;1;0;0;2;0;2;1;0;11
20170415;20170722;11LO;00;Basisschool Sint Joris;7132DK;LICHTENVOORDE;1586;Oost Gelre;Gelderland;Bo;Rooms-Katholiek;46724;0;0;0;3;1;12;6;0;11;2;4;0;39
20170415;20170722;11LP;00;IKC De Hoge Hoeve;6932DJ;WESTERVOORT; 293;Westervoort;Gelderland;Bo;Rooms-Katholiek;42148;0;0;2;2;5;2;12;4;1;9;5;0;42
20170415;20170722;11LR;00;PC Basisschool d1e Akker;7943LD;MEPPEL; 119;Meppel;Drenthe;Bo;Protestants-Christelijk;50195;0;0;2;0;3;0;11;0;5;2;21;0;44
20170415;20170722;11LS;00;Paul Krugerschool;7741ER;COEVORDEN; 109;Coevorden;Drenthe;Bo;Protestants-Christelijk;41052;0;0;0;0;0;4;5;2;3;4;3;0;21
20170415;20170722;11LT;00;RK Basissch t Oventje;5411NT;ZEELAND;1685;Landerd;Noord-Brabant;Bo;Rooms-Katholiek;48348;0;0;2;1;1;2;2;0;0;2;1;0;11
20170415;20170722;11LU;00;Basisschool De Bolleberg;5991XG;BAARLO LB;1894;Peel en Maas;Limburg;Bo;Rooms-Katholiek;75597;0;0;0;0;0;1;6;1;3;0;3;0;14
20170415;20170722;11LX;00;De Rank;2871JM;SCHOONHOVEN;1931;Krimpenerwaard;Zuid-Holland;Bo;Protestants-Christelijk;41532;0;0;1;3;3;0;8;4;5;13;4;0;41
20170415;20170722;11LY;00;Frankendael;1098CA;AMSTERDAM; 363;Amsterdam;Noord-Holland;Bo;Protestants-Christelijk;81316;0;0;4;0;2;0;2;2;1;2;3;0;16
20170415;20170722;11MA;00;Chr BS De Lichtbron;9285TS;BUITENPOST;  59;Achtkarspelen;Friesland;Bo;Protestants-Christelijk;41005;0;1;3;0;12;0;10;0;17;0;8;0;51
20170415;20170722;11MB;00;Chr Bs de Hoekstien;9231AZ;SURHUISTERVEEN;  59;Achtkarspelen;Friesland;Bo;Protestants-Christelijk;41005;0;0;0;0;2;0;4;0;10;0;4;0;20
20170415;20170722;11MC;00;PC Basissch Wiltzangh;4876XB;ETTEN-LEUR; 777;Etten-Leur;Noord-Brabant;Bo;Protestants-Christelijk;69539;0;0;0;7;2;2;2;2;8;4;1;0;28
20170415;20170722;11MD;00;Pastoor Middelkoopschool;7891EK;KLAZIENAVEEN; 114;Emmen;Drenthe;Bo;Rooms-Katholiek;45000;0;0;4;0;3;1;5;0;2;0;1;0;16
20170415;20170722;11MG;00;RK Basissch Klimop;5171BM;KAATSHEUVEL; 809;Loon op Zand;Noord-Brabant;Bo;Rooms-Katholiek;71008;0;0;0;0;0;0;0;0;0;0;0;0;4
20170415;20170722;11MI;00;RK Basissch Agnetendal;5551BJ;VALKENSWAARD; 858;Valkenswaard;Noord-Brabant;Bo;Rooms-Katholiek;31384;0;0;2;0;5;0;9;3;19;2;9;0;49
20170415;20170722;11MK;00;Mariasch v RK Basisondw;3421BT;OUDEWATER; 589;Oudewater;Utrecht;Bo;Rooms-Katholiek;40765;0;0;1;0;4;0;2;4;6;0;6;0;23
20170415;20170722;11MN;00;Basisschool Sint Ursula;6461BS;KERKRADE; 928;Kerkrade;Limburg;Bo;Rooms-Katholiek;41516;0;0;2;0;3;0;9;3;3;3;4;0;27
20170415;20170722;11MO;00;Basisschool Coninxhof;5801RE;VENRAY; 984;Venray;Limburg;Bo;Rooms-Katholiek;44397;1;0;0;1;0;0;8;0;3;2;6;0;21
20170415;20170722;11MP;00;De Fontein Sch v Chr Bo;2987EL;RIDDERKERK; 597;Ridderkerk;Zuid-Holland;Bo;Protestants-Christelijk;37949;1;0;1;0;3;0;8;2;11;2;2;0;30
20170415;20170722;11MQ;00;Basisschool Herenweg;2242ES;WASSENAAR; 629;Wassenaar;Zuid-Holland;Bo;Protestants-Christelijk;74492;0;0;0;0;0;0;6;3;8;11;18;0;46
20170415;20170722;11MR;00;BS Natuurlijk!;5924AC;VENLO; 983;Venlo;Limburg;Bo;Rooms-Katholiek;75597;0;2;3;0;7;0;10;0;6;0;15;0;43
20170415;20170722;11MS;00;Sterrenschool De Schittering;4731HT;OUDENBOSCH;1655;Halderberge;Noord-Brabant;Bo;Rooms-Katholiek;31017;0;0;1;0;7;0;10;2;9;0;7;0;36
20170415;20170722;11MW;00;IKC De Tamboerijn;6904EG;ZEVENAAR; 299;Zevenaar;Gelderland;Bo;Protestants-Christelijk;61284;0;0;0;0;9;1;9;7;4;0;6;0;36
20170415;20170722;11MZ;00;Basisschool De Wegwijzer;3962AD;WIJK BIJ DUURSTEDE; 352;Wijk bij Duurstede;Utrecht;Bo;Protestants-Christelijk;41483;0;0;2;2;0;1;12;2;14;2;12;0;47
20170415;20170722;11NC;00;RK Basisschool Maria;1723WB;NOORD-SCHARWOUDE; 416;Langedijk;Noord-Holland;Bo;Rooms-Katholiek;79536;0;1;4;2;6;3;4;2;7;2;2;2;35
20170415;20170722;11NE;00;Basissch Willibrordus;1611JH;BOVENKARSPEL; 532;Stede Broec;Noord-Holland;Bo;Rooms-Katholiek;28563;0;0;3;0;9;2;8;1;7;2;5;0;37
20170415;20170722;11NH;00;Basisschool De Vonder;5712CA;SOMEREN; 847;Someren;Noord-Brabant;Bo;Rooms-Katholiek;41223;0;0;5;0;3;1;6;3;6;2;6;0;32
20170415;20170722;11NM;00;OBS De Jint;9051RB;STIENS;  81;Leeuwarderadeel;Friesland;Bo;Openbaar;41693;0;0;1;0;1;0;4;3;6;4;9;0;28
20170415;20170722;11NN;00;OBS De Ent;9627PN;HELLUM;  40;Slochteren;Groningen;Bo;Openbaar;41779;0;0;0;0;0;0;0;0;0;0;0;0;4
20170415;20170722;11NT;00;OBS De Berkel;7157BR;REKKEN;1859;Berkelland;Gelderland;Bo;Openbaar;41413;0;0;3;0;1;0;5;0;5;0;5;0;19
20170415;20170722;11NU;00;Comeniusschool;1412BW;NAARDEN;1942;Gooise Meren;Noord-Holland;Bo;Openbaar;41376;0;0;1;2;3;2;1;1;5;2;8;0;25
20170415;20170722;11OA;00;Omnis school de Linden;4431EP;'S-GRAVENPOLDER; 654;Borsele;Zeeland;Bo;Openbaar;42634;0;0;1;0;0;0;2;1;2;3;0;0;9
20170415;20170722;11OA;03;Obs de Linden;4443AP;NISSE; 654;Borsele;Zeeland;Bo;Openbaar;42634;0;0;0;0;0;0;0;0;0;0;0;0;3
20170415;20170722;11OA;04;Omnis school Franck v Borssele;4454BH;BORSSELE; 654;Borsele;Zeeland;Bo;Openbaar;42634;0;0;0;0;0;0;0;0;0;0;0;0;3
20170415;20170722;11OB;00;Gouden Kraal;1275AB;HUIZEN; 406;Huizen;Noord-Holland;Bo;Openbaar;41376;0;0;3;2;1;0;3;2;9;1;4;0;25
20170415;20170722;11OC;00;obs De Achtsprong;3448CH;WOERDEN; 632;Woerden;Utrecht;Bo;Openbaar;41527;0;0;1;2;4;3;1;1;4;1;5;1;23
20170415;20170722;11OD;00;OBS Aquaramijn;8251LD;DRONTEN; 303;Dronten;Flevoland;Bo;Openbaar;41813;0;7;3;1;1;0;3;0;2;0;0;6;23
20170415;20170722;11OE;00;De Reigersberg;4411AR;RILLAND; 703;Reimerswaal;Zeeland;Bo;Openbaar;41778;0;1;1;0;1;0;0;1;0;3;1;1;9
20170415;20170722;11OH;00;Willem Alexanderschool;3443CV;WOERDEN; 632;Woerden;Utrecht;Bo;Protestants-Christelijk;41286;0;0;0;2;0;2;4;0;8;0;7;0;23
20170415;20170722;11OJ;00;Sint Jan;3112RK;SCHIEDAM; 606;Schiedam;Zuid-Holland;Bo;Rooms-Katholiek;22725;0;0;3;2;3;1;5;0;1;0;2;0;17
20170415;20170722;11ON;00;Basisschool Pius X;7481GP;HAAKSBERGEN; 158;Haaksbergen;Overijssel;Bo;Rooms-Katholiek;25351;0;0;0;0;0;0;5;0;5;2;10;0;22
20170415;20170722;11OQ;00;CBS Albert Schweitzer;2131VN;HOOFDDORP; 394;Haarlemmermeer;Noord-Holland;Bo;Protestants-Christelijk;42683;0;0;0;0;2;1;4;1;3;0;4;0;15
20170415;20170722;11OR;00;Basisschool Mikado;7552VG;HENGELO OV; 164;Hengelo;Overijssel;Bo;Protestants-Christelijk;27910;0;0;2;0;6;0;12;0;6;0;5;0;31
20170415;20170722;11OS;00;Chr Bso Ds Buskensschool;3069XJ;ROTTERDAM; 599;Rotterdam;Zuid-Holland;Bo;Protestants-Christelijk;74531;0;0;4;6;5;0;15;6;6;3;6;0;51
20170415;20170722;11OT;00;RK Basissch Spinnewiel;2401GH;ALPHEN AAN DEN RIJN; 484;Alphen aan den Rijn;Zuid-Holland;Bo;Rooms-Katholiek;28601;0;0;0;0;1;0;1;3;2;3;1;0;11
20170415;20170722;11OU;00;Dr Maarten Lutherschool;7715PM;PUNTHORST; 180;Staphorst;Overijssel;Bo;Reformatorisch;29056;0;0;1;1;1;2;1;1;3;2;3;0;15
20170415;20170722;11OW;00;Koningin Julianaschool;2678ER;DE LIER;1783;Westland;Zuid-Holland;Bo;Protestants-Christelijk;41454;0;0;2;0;0;0;8;7;3;2;5;0;27
20170415;20170722;11OX;00;Nicolaas Beetsschool;2103VR;HEEMSTEDE; 397;Heemstede;Noord-Holland;Bo;Protestants-Christelijk;85255;0;0;0;0;1;1;5;9;7;7;9;0;39
20170415;20170722;11PD;00;Sabina van Egmond;3261AT;OUD-BEIJERLAND; 584;Oud-Beijerland;Zuid-Holland;Bo;Protestants-Christelijk;41127;0;0;5;0;4;0;14;1;9;1;11;0;45
20170415;20170722;11PE;00;Basissch de Loysderhoek;3832JN;LEUSDEN; 327;Leusden;Utrecht;Bo;Protestants-Christelijk;41886;0;0;0;0;0;0;3;2;0;2;4;0;11
20170415;20170722;11PJ;00;Basisschool Prins Floris;6715KD;EDE GLD; 228;Ede;Gelderland;Bo;Protestants-Christelijk;42587;0;0;0;0;4;0;2;0;13;0;8;0;27
20170415;20170722;11PL;00;Rehoboth School;2221NT;KATWIJK ZH; 537;Katwijk;Zuid-Holland;Bo;Protestants-Christelijk;43980;0;0;3;1;5;0;5;3;6;5;5;0;33
20170415;20170722;11PM;00;De Ark;8016AX;ZWOLLE; 193;Zwolle;Overijssel;Bo;Protestants-Christelijk;40934;0;0;3;1;2;0;4;1;11;2;20;0;44
20170415;20170722;11PN;00;Het Spectrum;3143AA;MAASSLUIS; 556;Maassluis;Zuid-Holland;Bo;Protestants-Christelijk;41338;0;0;3;2;6;3;11;4;5;5;5;0;44
20170415;20170722;11PP;00;Basisschool Doelakkers;5081XM;HILVARENBEEK; 798;Hilvarenbeek;Noord-Brabant;Bo;Rooms-Katholiek;40941;0;1;3;2;0;0;3;1;4;1;6;3;24
20170415;20170722;11PS;00;De Rank;1689KZ;ZWAAG; 405;Hoorn;Noord-Holland;Bo;Protestants-Christelijk;31657;0;0;2;0;2;3;5;2;12;2;4;0;32
20170415;20170722;11PT;00;Octopus;5427AL;BOEKEL; 755;Boekel;Noord-Brabant;Bo;Rooms-Katholiek;32580;0;0;1;0;11;0;10;2;10;6;8;0;48
20170415;20170722;11PW;00;BS Antares;5044JR;TILBURG; 855;Tilburg;Noord-Brabant;Bo;Rooms-Katholiek;48101;0;1;5;0;1;0;8;0;4;0;2;0;21
20170415;20170722;11QB;00;Franciscusschool;3607NZ;MAARSSEN;1904;Stichtse Vecht;Utrecht;Bo;Rooms-Katholiek;52131;1;0;6;0;6;0;6;0;11;1;7;0;38
20170415;20170722;11QC;00;CBS De Triangel;8303XL;EMMELOORD; 171;Noordoostpolder;Flevoland;Bo;Protestants-Christelijk;52274;0;0;3;0;1;0;13;1;5;3;2;1;29
20170415;20170722;11QD;00;De Regenboog;8321XG;URK; 184;Urk;Flevoland;Bo;Protestants-Christelijk;53015;0;1;0;0;7;0;6;0;8;0;6;0;28
20170415;20170722;11QG;00;Basisschool de Vlieberg;1785SH;DEN HELDER; 400;Den Helder;Noord-Holland;Bo;Rooms-Katholiek;55238;0;1;2;0;3;3;8;1;5;3;3;0;29
20170415;20170722;11QH;00;De Hoeksteen;3137CR;VLAARDINGEN; 622;Vlaardingen;Zuid-Holland;Bo;Rooms-Katholiek;22725;0;0;1;1;1;1;5;2;4;2;5;0;22
20170415;20170722;11QK;00;Lucas Batau;3437CA;NIEUWEGEIN; 356;Nieuwegein;Utrecht;Bo;Rooms-Katholiek;77975;0;0;2;0;5;7;7;4;9;2;4;0;40
20170415;20170722;11QK;02;Christoffel;3437CA;NIEUWEGEIN; 356;Nieuwegein;Utrecht;Bo;Rooms-Katholiek;77975;0;0;0;1;2;0;2;4;1;0;0;0;10
20170415;20170722;11QL;00;Basissch de Dobbelsteen;5975BK;SEVENUM;1507;Horst aan de Maas;Limburg;Bo;Rooms-Katholiek;47920;0;0;0;0;4;0;12;0;8;0;6;0;30
20170415;20170722;11QN;00;Paulus School;8313AH;RUTTEN; 171;Noordoostpolder;Flevoland;Bo;Rooms-Katholiek;40662;0;0;0;0;2;0;7;0;1;0;1;0;11
20170415;20170722;11QO;00;De Adamshof;4001DB;TIEL; 281;Tiel;Gelderland;Bo;Rooms-Katholiek;41148;0;0;0;2;1;5;5;3;2;5;1;0;24
20170415;20170722;11QQ;00;Basisschool de Spinmolen;1132AB;VOLENDAM; 385;Edam-Volendam;Noord-Holland;Bo;Rooms-Katholiek;72853;0;0;0;5;1;2;4;3;5;4;6;0;30
20170415;20170722;11QT;00;Franciscus;7572CP;OLDENZAAL; 173;Oldenzaal;Overijssel;Bo;Rooms-Katholiek;75219;0;0;1;0;2;1;4;0;1;2;10;0;21
20170415;20170722;11QU;00;Basisschool de Polderhof;5345JK;OSS; 828;Oss;Noord-Brabant;Bo;Rooms-Katholiek;75388;0;1;3;0;3;3;14;4;12;6;10;0;56
20170415;20170722;11QV;00;Basisschool 't Prisma;1442WN;PURMEREND; 439;Purmerend;Noord-Holland;Bo;Rooms-Katholiek;41012;0;1;3;3;6;0;6;7;3;1;1;0;31
20170415;20170722;11QW;00;RK Bs de Kinderburg;2171AZ;SASSENHEIM;1525;Teylingen;Zuid-Holland;Bo;Rooms-Katholiek;40967;0;0;1;0;4;0;6;5;5;1;3;0;25
20170415;20170722;11QX;00;KBS De Toermalijn;3332HW;ZWIJNDRECHT; 642;Zwijndrecht;Zuid-Holland;Bo;Rooms-Katholiek;46385;0;0;2;0;4;0;8;5;3;3;6;0;31
20170415;20170722;11QY;00;KBs De Schakel;3445CJ;WOERDEN; 632;Woerden;Utrecht;Bo;Rooms-Katholiek;70002;0;0;0;2;9;0;12;0;21;3;12;0;59
20170415;20170722;11QZ;00;RK Basisschool Jacoba;2101BA;HEEMSTEDE; 397;Heemstede;Noord-Holland;Bo;Rooms-Katholiek;40775;0;0;1;0;0;0;2;1;7;3;14;0;28
20170415;20170722;11RC;00;Julianaschool;6721ZJ;BENNEKOM; 228;Ede;Gelderland;Bo;Protestants-Christelijk;42587;0;0;4;0;3;0;0;1;5;2;5;0;20
20170415;20170722;11RD;00;Chr Bs e Wegwijzer;3752AN;BUNSCHOTEN-SPAKENBURG; 313;Bunschoten;Utrecht;Bo;Protestants-Christelijk;83149;0;0;0;1;2;0;6;1;7;0;6;0;23
20170415;20170722;11RF;00;Maarten Lutherschool;8281ZT;GENEMUIDEN;1896;Zwartewaterland;Overijssel;Bo;Protestants-Christelijk;84579;0;0;0;0;6;0;8;0;7;0;3;0;24
20170415;20170722;11RG;00;de Boomladder;1702TG;HEERHUGOWAARD; 398;Heerhugowaard;Noord-Holland;Bo;Protestants-Christelijk;73919;0;0;7;4;5;5;8;9;1;4;3;0;46
20170415;20170722;11RH;00;Rehobothschool;1276NA;HUIZEN; 406;Huizen;Noord-Holland;Bo;Protestants-Christelijk;41293;0;0;0;0;2;0;6;0;9;0;4;0;21
20170415;20170722;11RI;00;CBS Van Panhuys;9351XZ;LEEK;  22;Leek;Groningen;Bo;Protestants-Christelijk;41571;0;0;1;0;9;0;2;0;10;0;10;0;32
20170415;20170722;11RJ;00;CBS Juliana;4141EA;LEERDAM; 545;Leerdam;Zuid-Holland;Bo;Protestants-Christelijk;41396;0;0;2;0;0;0;4;0;4;0;11;0;21
20170415;20170722;11RK;00;Maranathaschool;3862GV;NIJKERK GLD; 267;Nijkerk;Gelderland;Bo;Protestants-Christelijk;89155;0;0;0;0;4;0;5;3;5;4;6;0;27
20170415;20170722;11RL;00;Talentrijk;7442ZC;NIJVERDAL; 163;Hellendoorn;Overijssel;Bo;Protestants-Christelijk;85600;0;0;4;0;4;0;9;5;3;1;4;0;30
20170415;20170722;11RO;00;De Olijfboom;3931XK;WOUDENBERG; 351;Woudenberg;Utrecht;Bo;Protestants-Christelijk;93419;0;0;2;0;3;0;3;0;14;0;6;0;28
20170415;20170722;11RP;00;Madelief;5235LD;'S-HERTOGENBOSCH; 796;'s-Hertogenbosch;Noord-Brabant;Bo;Algemeen bijzonder;41672;0;0;3;3;9;2;6;7;5;1;3;0;39
20170415;20170722;11RR;00;Willem Alexanderschool;8331RV;STEENWIJK;1708;Steenwijkerland;Overijssel;Bo;Protestants-Christelijk;41270;0;0;2;0;1;1;3;2;2;2;0;0;13
20170415;20170722;11RS;00;De Zonneboom;7004EL;DOETINCHEM; 222;Doetinchem;Gelderland;Bo;Algemeen bijzonder;41011;0;0;5;0;7;1;4;2;7;0;0;0;26
20170415;20170722;11RT;00;Obs de Zuidooster;1432JT;AALSMEER; 358;Aalsmeer;Noord-Holland;Bo;Openbaar;41544;0;0;4;2;5;4;7;10;15;14;13;0;74
20170415;20170722;11RU;00;Obs De Lijster;3772AA;BARNEVELD; 203;Barneveld;Gelderland;Bo;Openbaar;41481;0;0;3;0;6;0;2;7;0;3;1;4;26
20170415;20170722;11RW;00;Dr. J. v.d. Hoevenschool;7214AJ;EPSE; 262;Lochem;Gelderland;Bo;Openbaar;42561;0;0;2;0;1;1;3;1;4;0;4;0;16
20170415;20170722;11RX;00;Jan Ligthartschool;8191AJ;WAPENVELD; 246;Heerde;Gelderland;Bo;Openbaar;41345;0;0;2;0;2;0;3;0;2;0;2;0;11
20170415;20170722;11RY;00;Feiko Clockschool;9665HT;OUDE PEKELA; 765;Pekela;Groningen;Bo;Openbaar;41613;0;1;0;0;2;1;3;10;2;1;8;6;34
20170415;20170722;11RZ;00;De Wilgen;3362GH;SLIEDRECHT; 610;Sliedrecht;Zuid-Holland;Bo;Openbaar;41560;0;0;4;3;1;4;9;4;6;9;5;0;45
20170415;20170722;11SI;00;Obs Valckesteyn;3171AH;POORTUGAAL; 613;Albrandswaard;Zuid-Holland;Bo;Openbaar;41456;2;0;0;0;7;1;9;3;6;5;12;0;45
20170415;20170722;11SJ;00;Obs De Tweesprong;4817NX;BREDA; 758;Breda;Noord-Brabant;Bo;Openbaar;41869;0;0;3;0;5;0;9;3;1;5;6;0;32
20170415;20170722;11SK;00;Basissch Jul v Stolberg;1901CE;CASTRICUM; 383;Castricum;Noord-Holland;Bo;Openbaar;41191;0;0;0;0;1;0;11;0;11;0;11;0;34
20170415;20170722;11SO;00;OBS De Fuik;1127PH;DEN ILP; 415;Landsmeer;Noord-Holland;Bo;Openbaar;41434;0;0;0;0;0;0;1;0;1;2;2;0;6
20170415;20170722;11SX;00;Basisschool de Hobbit;3833EA;LEUSDEN; 327;Leusden;Utrecht;Bo;Openbaar;41886;0;0;0;4;1;0;5;3;6;4;6;0;29
20170415;20170722;11SY;00;De Phoenix;3181PX;ROZENBURG ZH; 599;Rotterdam;Zuid-Holland;Bo;Openbaar;41775;0;0;0;0;4;1;4;1;2;4;7;0;23
20170415;20170722;11TC;00;Basisschool De Lepelaar;8371WG;SCHEERWOLDE;1708;Steenwijkerland;Overijssel;Bo;Openbaar;41816;0;0;0;0;0;0;0;0;0;0;0;0;4
20170415;20170722;11TD;00;De Meiboom;8721GT;WARNS;1900;S∑dwest-Frysl‘n;Friesland;Bo;Openbaar;41856;0;0;0;2;0;0;2;0;1;2;2;0;9
20170415;20170722;11TI;00;De Akker;1716VA;OPMEER; 432;Opmeer;Noord-Holland;Bo;Openbaar;41421;0;0;0;0;2;1;3;1;2;0;1;0;10
20170415;20170722;11TN;00;OBS De Voshaar;7273SL;HAARLO;1859;Berkelland;Gelderland;Bo;Openbaar;41413;0;0;1;0;1;0;3;0;2;0;2;0;9
20170415;20170722;11TQ;00;Obs A Bosschool;8124AJ;WESEPE;1773;Olst-Wijhe;Overijssel;Bo;Openbaar;41491;0;0;0;0;2;0;2;0;1;0;2;0;7
20170415;20170722;11TR;00;Julianaschool;1741CL;SCHAGEN; 441;Schagen;Noord-Holland;Bo;Openbaar;41438;1;0;8;5;4;0;7;9;4;4;3;1;46
20170415;20170722;11TX;00;Obs de Driemaster;3371PN;HARDINXVELD-GIESSENDAM; 523;Hardinxveld-Giessendam;Zuid-Holland;Bo;Openbaar;41386;0;0;6;0;3;0;3;3;8;3;5;0;31
20170415;20170722;11TY;00;De Stroom;5704HZ;HELMOND; 794;Helmond;Noord-Brabant;Bo;Openbaar;41349;0;0;2;0;2;0;1;0;2;2;3;0;12
20170415;20170722;11TZ;00;Basisschool Tweespan;8531MV;LEMMER;1940;De Fryske Marren;Friesland;Bo;Openbaar;41856;0;0;0;0;0;0;0;6;6;2;4;0;18
20170415;20170722;11UA;00;Obs Cadzand;4506BC;CADZAND;1714;Sluis;Zeeland;Bo;Openbaar;41637;0;0;0;0;0;0;2;1;0;3;0;0;6
20170415;20170722;11UB;00;Delfshaven;3024CS;ROTTERDAM; 599;Rotterdam;Zuid-Holland;Bo;Openbaar;41775;0;0;4;2;4;0;11;4;5;2;2;1;35
20170415;20170722;11UC;00;Basisschool de Boswaid;1934GN;EGMOND AAN DEN HOEF; 373;Bergen (NH.);Noord-Holland;Bo;Openbaar;41191;0;0;1;1;3;0;1;3;3;1;5;0;18
20170415;20170722;11UD;00;De Kaardebol;4102KN;CULEMBORG; 216;Culemborg;Gelderland;Bo;Openbaar;41876;0;2;1;0;4;1;5;1;6;2;10;0;32
20170415;20170722;11UD;01;Daltonschool Culemborg;4105AL;CULEMBORG; 216;Culemborg;Gelderland;Bo;Openbaar;41876;0;0;2;0;0;0;1;1;0;2;1;0;7
20170415;20170722;11UF;00;Obs de Bloemberg;6546HB;NIJMEGEN; 268;Nijmegen;Gelderland;Bo;Openbaar;29810;0;0;2;0;1;0;1;2;2;1;1;0;10
20170415;20170722;11UG;00;Basisschool Erm;7843PX;ERM; 109;Coevorden;Drenthe;Bo;Openbaar;41630;0;0;1;0;1;0;2;1;2;0;0;0;7
20170415;20170722;11UH;00;Basisschool de Hobbedob;1383EA;WEESP; 457;Weesp;Noord-Holland;Bo;Openbaar;41376;0;0;0;1;2;0;2;1;0;3;2;0;11
