PEILDATUM_LEERLINGEN;PRIKDATUM_ADVIEZEN;BRIN_NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM_VESTIGING;POSTCODE_VESTIGING;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;PROVINCIE;SOORT_PO;DENOMINATIE_VESTIGING;BEVOEGD_GEZAG_NUMMER;VSO;PRO;VMBO_B;VMBO_B_K;VMBO_K;VMBO_K_GT;VMBO_GT;VMBO_GT_HAVO;HAVO;HAVO_VWO;VWO;ADVIES_NIET_MOGELIJK;TOTAAL_ADVIES
20170415;20170722;06HI;00;Het Spectrum;1628XH;HOORN NH; 405;Hoorn;Noord-Holland;Bo;Interconfessioneel;31657;0;0;1;1;3;2;11;5;14;6;6;0;49
20170415;20170722;06HJ;00;GBS De Schakel;9101WE;DOKKUM;  58;Dongeradeel;Friesland;Bo;Gereformeerd vrijgemaakt;42607;0;0;0;0;3;0;4;0;8;0;2;0;17
20170415;20170722;06HK;00;Basisschool Achthoeven;5071AC;UDENHOUT; 855;Tilburg;Noord-Brabant;Bo;Rooms-Katholiek;40971;0;0;3;0;5;1;17;0;10;10;16;0;62
20170415;20170722;06HL;00;Basissch De Wentelwiek;5672HZ;NUENEN; 820;Nuenen, Gerwen en Nederwetten;Noord-Brabant;Bo;Rooms-Katholiek;40557;0;0;0;0;4;2;5;2;2;8;5;0;28
20170415;20170722;06HM;00;Het Timpaan;7031AC;WEHL; 222;Doetinchem;Gelderland;Bo;Rooms-Katholiek;31969;0;0;6;2;16;2;8;1;15;0;12;0;62
20170415;20170722;06HN;00;RK BS De Poorte;4634VH;WOENSDRECHT; 873;Woensdrecht;Noord-Brabant;Bo;Rooms-Katholiek;40517;0;0;0;2;2;0;2;2;2;1;2;0;13
20170415;20170722;06HO;00;Basissch De Akkerwinde;5111XP;BAARLE-NASSAU; 744;Baarle-Nassau;Noord-Brabant;Bo;Rooms-Katholiek;32060;0;0;1;2;1;4;8;2;10;2;5;0;35
20170415;20170722;06HP;00;Basisschool Het Octaaf;9405HX;ASSEN; 106;Assen;Drenthe;Bo;Protestants-Christelijk;32073;0;2;1;0;5;1;5;3;2;0;4;0;23
20170415;20170722;06HT;00;Basissch Joris De Witte;2343BK;OEGSTGEEST; 579;Oegstgeest;Zuid-Holland;Bo;Protestants-Christelijk;32515;0;0;1;0;0;0;7;3;10;4;12;0;37
20170415;20170722;06HU;00;RK Basissch St Nicolaas;5469PT;ERP; 860;Veghel;Noord-Brabant;Bo;Rooms-Katholiek;73712;0;0;0;1;1;0;4;0;3;1;1;0;11
20170415;20170722;06HV;00;RK Jozefschool;7121ET;AALTEN; 197;Aalten;Gelderland;Bo;Rooms-Katholiek;42616;0;1;0;7;0;0;2;3;0;7;2;0;22
20170415;20170722;06HW;00;Basisschool St Caecilia;5056KK;BERKEL-ENSCHOT; 855;Tilburg;Noord-Brabant;Bo;Rooms-Katholiek;40971;0;0;0;0;0;1;10;0;16;3;10;0;40
20170415;20170722;06HZ;00;C.B.S. De Wingerd;9421NP;BOVENSMILDE;1731;Midden-Drenthe;Drenthe;Bo;Protestants-Christelijk;32073;0;0;1;0;0;1;0;0;3;0;2;0;7
20170415;20170722;06IA;00;De Cocon;5014NK;TILBURG; 855;Tilburg;Noord-Brabant;Bo;Rooms-Katholiek;40971;0;0;7;0;7;0;8;0;6;1;4;0;33
20170415;20170722;06IC;00;SBO De Brigantijn;5711EJ;SOMEREN; 847;Someren;Noord-Brabant;Sbo;Rooms-Katholiek;41223;4;4;21;1;3;1;0;0;0;0;0;0;34
20170415;20170722;06IC;01;SBO De Brigantijn;5751KX;DEURNE; 762;Deurne;Noord-Brabant;Sbo;Rooms-Katholiek;41223;2;5;6;0;0;2;0;0;0;0;0;0;15
20170415;20170722;06IE;00;Zonzeelschool V Basisond;4844BK;TERHEIJDEN;1719;Drimmelen;Noord-Brabant;Bo;Rooms-Katholiek;43967;0;0;1;0;2;0;0;0;3;0;1;0;7
20170415;20170722;06IH;00;RK Bs De Meulenrakkers;4641CL;OSSENDRECHT; 873;Woensdrecht;Noord-Brabant;Bo;Rooms-Katholiek;40517;0;0;0;0;4;0;6;10;8;1;2;0;31
20170415;20170722;06IK;00;Basisschool De Spindel;4854CP;BAVEL; 758;Breda;Noord-Brabant;Bo;Rooms-Katholiek;32060;0;0;0;0;7;0;8;8;10;7;25;0;65
20170415;20170722;06IL;00;Franciscusschool v RK Bo;2121VE;BENNEBROEK; 377;Bloemendaal;Noord-Holland;Bo;Rooms-Katholiek;40775;0;0;3;0;0;0;2;4;6;5;8;1;29
20170415;20170722;06IN;00;Sint Aegidius-School;7626LW;HERTME; 147;Borne;Overijssel;Bo;Rooms-Katholiek;37650;0;0;1;0;2;0;1;0;2;0;0;0;6
20170415;20170722;06IP;00;Basisschool de Vonder;6599AK;VEN-ZELDERHEIDE; 907;Gennep;Limburg;Bo;Rooms-Katholiek;37663;0;0;5;0;0;0;1;2;0;4;4;0;16
20170415;20170722;06IR;00;De Torelaar;5541VM;REUSEL;1667;Reusel-De Mierden;Noord-Brabant;Bo;Rooms-Katholiek;44201;0;1;3;0;3;0;5;6;0;3;1;0;22
20170415;20170722;06IS;00;Lindenlommer Basisschool;4741AZ;HOEVEN;1655;Halderberge;Noord-Brabant;Bo;Rooms-Katholiek;31017;0;0;0;3;0;1;2;8;10;0;11;0;35
20170415;20170722;06IT;00;Kbs De Griffioen;4841XC;PRINSENBEEK; 758;Breda;Noord-Brabant;Bo;Rooms-Katholiek;41407;0;0;0;0;6;2;18;18;23;24;24;0;115
20170415;20170722;06IU;00;Chr Basissch De Librije;8401RE;GORREDIJK;  86;Opsterland;Friesland;Bo;Protestants-Christelijk;38144;0;0;0;1;1;7;8;5;9;1;4;0;36
20170415;20170722;06IW;00;W Teellinckschool;3911SK;RHENEN; 340;Rhenen;Utrecht;Bo;Reformatorisch;38222;0;0;0;1;4;0;4;4;4;2;4;0;23
20170415;20170722;06IX;00;BS de Vink;2253VX;VOORSCHOTEN; 626;Voorschoten;Zuid-Holland;Bo;Samenwerking Opb., RK;40745;0;0;0;1;4;0;5;1;6;5;11;0;33
20170415;20170722;06IY;00;RK Basisschool Veldzijde;7581VZ;LOSSER; 168;Losser;Overijssel;Bo;Rooms-Katholiek;40903;0;1;2;2;1;0;5;0;7;0;4;0;22
20170415;20170722;06IZ;00;St Willibrordus School;5913CZ;VENLO; 983;Venlo;Limburg;Bo;Rooms-Katholiek;41018;0;0;1;0;2;0;11;0;7;1;11;0;33
20170415;20170722;06JC;00;De Rietslenke;7442TL;NIJVERDAL; 163;Hellendoorn;Overijssel;Bo;Rooms-Katholiek;68836;0;0;4;0;9;3;8;1;11;1;8;0;45
20170415;20170722;06JD;00;Basisschool De Laak;6659BE;WAMEL; 668;West Maas en Waal;Gelderland;Bo;Rooms-Katholiek;41340;1;0;1;0;1;0;1;1;1;1;2;0;9
20170415;20170722;06JE;00;Basissch Piet Prins;9501AM;STADSKANAAL;  37;Stadskanaal;Groningen;Bo;Gereformeerd vrijgemaakt;41025;0;1;0;0;0;0;2;0;2;0;5;0;10
20170415;20170722;06JF;00;De Rietkraag Sch v RK BO;2421NK;NIEUWKOOP; 569;Nieuwkoop;Zuid-Holland;Bo;Rooms-Katholiek;40974;0;0;0;7;4;0;11;3;1;3;7;0;36
20170415;20170722;06JG;00;RK Dorpsschool De Bron;2811LP;REEUWIJK;1901;Bodegraven-Reeuwijk;Zuid-Holland;Bo;Rooms-Katholiek;40765;0;1;1;0;3;2;5;3;5;2;3;0;25
20170415;20170722;06JL;00;Basissch De Sonnewijzer;5691EA;SON EN BREUGEL; 848;Son en Breugel;Noord-Brabant;Bo;Protestants-Christelijk;40378;0;0;0;0;1;0;1;3;7;5;7;0;24
20170415;20170722;06JN;00;RK Basisschool Besoyen;5141BM;WAALWIJK; 867;Waalwijk;Noord-Brabant;Bo;Rooms-Katholiek;71008;1;0;7;1;8;1;9;7;17;3;12;0;66
20170415;20170722;06JO;00;Basisschool St Theresia;6071AL;SWALMEN; 957;Roermond;Limburg;Bo;Rooms-Katholiek;41692;0;0;2;0;0;0;3;0;3;2;3;0;13
20170415;20170722;06JP;00;Eben Haezerschool;3771CH;BARNEVELD; 203;Barneveld;Gelderland;Bo;Reformatorisch;40419;0;0;22;0;20;0;11;0;19;0;9;0;81
20170415;20170722;06JQ;00;RK bs Aventurijn;4758AM;STANDDAARBUITEN;1709;Moerdijk;Noord-Brabant;Bo;Rooms-Katholiek;31017;0;0;0;0;2;0;6;1;4;3;1;0;17
20170415;20170722;06JS;00;RK BS De Leeuwerik;6142AD;EINIGHAUSEN;1883;Sittard-Geleen;Limburg;Bo;Rooms-Katholiek;40987;0;0;3;0;7;0;6;0;4;1;7;0;28
20170415;20170722;06JT;00;Basissch De Toermalijn;5384ES;HEESCH;1721;Bernheze;Noord-Brabant;Bo;Rooms-Katholiek;41228;0;0;0;0;7;10;13;5;9;13;12;0;69
20170415;20170722;06JV;00;School met de Bijbel;6733AV;WEKEROM; 228;Ede;Gelderland;Bo;Reformatorisch;40887;0;0;2;0;10;0;7;0;6;3;2;0;30
20170415;20170722;06JW;00;Basisschool It Harspit;8625HE;OPPENHUIZEN;1900;S∑dwest-Frysl‘n;Friesland;Bo;Protestants-Christelijk;42545;0;0;1;1;0;2;0;2;6;0;2;0;14
20170415;20170722;06JY;00;Sint Antonius;8106AC;MARIENHEEM; 177;Raalte;Overijssel;Bo;Rooms-Katholiek;40894;0;0;0;0;6;0;3;1;2;4;1;0;17
20170415;20170722;06JZ;00;Bs t Mozaiek;6045VA;ROERMOND; 957;Roermond;Limburg;Bo;Rooms-Katholiek;41692;0;0;3;1;1;0;5;2;4;0;2;0;18
20170415;20170722;06KA;00;Basisschool De Parkiet;2566XT;'S-GRAVENHAGE; 518;'s-Gravenhage;Zuid-Holland;Bo;Rooms-Katholiek;20281;0;0;0;0;0;2;4;2;12;3;7;0;30
20170415;20170722;06KB;00;RK Basissch De Neerhof;4762BJ;ZEVENBERGEN;1709;Moerdijk;Noord-Brabant;Bo;Rooms-Katholiek;41782;0;0;3;0;4;1;4;5;6;3;8;0;34
20170415;20170722;06KC;00;Basisschool De Bongerd;5802CS;VENRAY; 984;Venray;Limburg;Bo;Rooms-Katholiek;44397;0;0;2;0;1;1;4;0;5;0;1;0;14
20170415;20170722;06KD;00;Floris Radewijnsz School;4143BD;LEERDAM; 545;Leerdam;Zuid-Holland;Bo;Rooms-Katholiek;41148;0;0;3;0;3;0;6;2;6;0;7;0;27
20170415;20170722;06KE;00;Basisschool Remigius;6921BX;DUIVEN; 226;Duiven;Gelderland;Bo;Rooms-Katholiek;42148;0;0;5;0;16;1;12;3;8;1;10;0;56
20170415;20170722;06KF;00;Basisschool Het Baken;3861CL;NIJKERK GLD; 267;Nijkerk;Gelderland;Bo;Rooms-Katholiek;71488;0;0;1;1;0;0;0;0;1;6;5;0;14
20170415;20170722;06KG;00;Op de Heuvel;6561VX;GROESBEEK;1945;Berg en Dal;Gelderland;Bo;Rooms-Katholiek;42486;0;0;0;4;1;5;4;2;2;2;4;0;24
20170415;20170722;06KH;00;BS De Bolster;6361XG;NUTH; 951;Nuth;Limburg;Bo;Rooms-Katholiek;41506;0;0;1;0;4;0;6;2;7;5;3;0;28
20170415;20170722;06KK;00;Daltonschool i.o. Willibrordus;7261NL;RUURLO;1859;Berkelland;Gelderland;Bo;Rooms-Katholiek;42616;0;0;0;1;1;0;2;4;0;11;0;0;19
20170415;20170722;06KL;00;Chr bo de Fugelsang;9041EG;BERLTSUM;1908;Menameradiel;Friesland;Bo;Protestants-Christelijk;42656;0;0;1;2;4;0;3;0;5;0;6;0;21
20170415;20170722;06KM;00;Dr C Steenblok School;3901SM;VEENENDAAL; 345;Veenendaal;Utrecht;Bo;Reformatorisch;42980;0;0;3;0;9;1;15;5;10;5;3;0;51
20170415;20170722;06KN;00;Eben Haezer Basisschool;3262JS;OUD-BEIJERLAND; 584;Oud-Beijerland;Zuid-Holland;Bo;Reformatorisch;30133;0;0;0;0;5;1;12;0;13;2;8;0;41
20170415;20170722;06KO;00;De Wegwijzer Basisschool;4133DK;VIANEN UT; 620;Vianen;Utrecht;Bo;Rooms-Katholiek;77975;0;0;0;6;0;0;4;1;0;4;6;0;21
20170415;20170722;06KO;02;Basisschool De Regenboog;4121EL;EVERDINGEN; 620;Vianen;Utrecht;Bo;Rooms-Katholiek;77975;0;0;0;0;0;0;0;0;0;0;0;0;4
20170415;20170722;06KQ;00;Ds. Abraham Hellenbroek;3332RN;ZWIJNDRECHT; 642;Zwijndrecht;Zuid-Holland;Bo;Reformatorisch;43175;0;0;0;0;0;0;7;0;5;1;2;0;15
20170415;20170722;06KS;00;PC Basisschool De Meene;7021DL;ZELHEM;1876;Bronckhorst;Gelderland;Bo;Protestants-Christelijk;41011;0;0;2;0;2;1;5;3;4;0;7;0;24
20170415;20170722;06KT;00;Basisschool St Medardus;6019EC;WESSEM;1641;Maasgouw;Limburg;Bo;Rooms-Katholiek;42577;0;0;1;0;3;0;7;0;1;0;2;0;14
20170415;20170722;06KU;00;De Lichtwijzer;2341BK;OEGSTGEEST; 579;Oegstgeest;Zuid-Holland;Bo;Gereformeerd vrijgemaakt;41646;0;1;1;0;2;1;2;0;3;1;3;0;14
20170415;20170722;06KV;00;Basisschool Mgr Zwijsen;5331XL;KERKDRIEL; 263;Maasdriel;Gelderland;Bo;Rooms-Katholiek;41090;0;0;5;0;15;6;7;9;8;8;14;0;72
20170415;20170722;06KW;00;Het Anker Jenaplanschool;7827DD;EMMEN; 114;Emmen;Drenthe;Bo;Protestants-Christelijk;41551;0;0;0;0;0;0;2;0;8;4;7;0;21
20170415;20170722;06KY;00;Basissch Den Krommenhoek;5243WC;ROSMALEN; 796;'s-Hertogenbosch;Noord-Brabant;Bo;Rooms-Katholiek;74049;0;0;3;1;2;1;0;0;0;1;0;0;8
20170415;20170722;06LA;00;Stadhouder Willem 3 Bs;6712BZ;EDE GLD; 228;Ede;Gelderland;Bo;Reformatorisch;42541;0;0;8;0;6;2;9;0;13;1;7;0;46
20170415;20170722;06LB;00;Basisschool De Violier;5993BT;MAASBREE;1894;Peel en Maas;Limburg;Bo;Rooms-Katholiek;75597;0;0;0;2;7;3;16;3;25;6;25;0;87
20170415;20170722;06LC;00;BS De Vlinder;5666RL;GELDROP;1771;Geldrop-Mierlo;Noord-Brabant;Bo;Rooms-Katholiek;40557;0;0;0;0;6;1;6;1;3;2;0;0;19
20170415;20170722;06LD;00;Basisschool De Vlaswiek;4576BL;KOEWACHT; 715;Terneuzen;Zeeland;Bo;Rooms-Katholiek;40803;0;0;0;2;0;3;4;2;2;4;1;0;18
20170415;20170722;06LF;00;Basisschool De Schelp;1693GV;WERVERSHOOF; 420;Medemblik;Noord-Holland;Bo;Rooms-Katholiek;75375;0;0;0;3;5;0;7;1;5;3;3;0;27
20170415;20170722;06LG;00;Prins W Alexander-School;3851ZV;ERMELO; 233;Ermelo;Gelderland;Bo;Rooms-Katholiek;40888;0;0;0;1;1;0;6;2;0;0;2;0;12
20170415;20170722;06LH;00;RK BS H Gerardus;9561PE;TER APEL;  48;Vlagtwedde;Groningen;Bo;Rooms-Katholiek;45000;0;0;0;0;0;1;0;0;2;1;1;0;5
20170415;20170722;06LI;00;Jan Bunnik Basisschool;3411WN;LOPIK; 331;Lopik;Utrecht;Bo;Rooms-Katholiek;77975;0;0;1;5;1;0;2;2;5;4;8;0;28
20170415;20170722;06LJ;00;Sch md Bijbel De Schakel;2957KE;NIEUW-LEKKERLAND;1927;Molenwaard;Zuid-Holland;Bo;Protestants-Christelijk;45099;0;0;0;3;1;0;9;0;11;0;10;0;34
20170415;20170722;06LL;00;KBs Paulus;1391CZ;ABCOUDE; 736;De Ronde Venen;Utrecht;Bo;Rooms-Katholiek;70002;1;0;0;0;0;0;1;4;3;6;11;0;26
20170415;20170722;06LM;00;Basisschool De Biezen;3828JN;HOOGLAND; 307;Amersfoort;Utrecht;Bo;Rooms-Katholiek;71488;0;0;1;0;6;0;16;0;7;0;8;0;38
20170415;20170722;06LO;00;Basissch Maria Goretti;6111AH;SINT JOOST;1711;Echt-Susteren;Limburg;Bo;Rooms-Katholiek;41797;0;0;0;0;0;0;0;1;3;1;1;0;6
20170415;20170722;06LP;00;Nutsbasissch Voorschoten;2252LC;VOORSCHOTEN; 626;Voorschoten;Zuid-Holland;Bo;Algemeen bijzonder;46243;0;0;0;0;0;0;1;2;2;5;20;1;31
20170415;20170722;06LQ;00;Basisschool De Klepper;5575BG;LUYKSGESTEL;1724;Bergeijk;Noord-Brabant;Bo;Rooms-Katholiek;31384;0;0;5;1;3;5;3;5;5;4;3;0;34
20170415;20170722;06LR;00;Basisschool De Schakel;8251LD;DRONTEN; 303;Dronten;Flevoland;Bo;Gereformeerd vrijgemaakt;41632;0;0;0;0;4;1;1;5;1;5;4;0;21
20170415;20170722;06LT;00;Basissch De Ark;5463NR;VEGHEL; 860;Veghel;Noord-Brabant;Bo;Algemeen bijzonder;73712;0;0;1;0;2;0;6;1;6;0;4;0;20
20170415;20170722;06LU;00;Basisschool Pius X;2275EE;VOORBURG;1916;Leidschendam-Voorburg;Zuid-Holland;Bo;Rooms-Katholiek;41447;0;0;0;0;5;0;5;4;10;3;12;0;39
20170415;20170722;06LV;00;Basisschool De Marke;9461KM;GIETEN;1680;Aa en Hunze;Drenthe;Bo;Protestants-Christelijk;32073;0;0;0;0;1;0;3;1;0;0;1;0;6
20170415;20170722;06LW;00;De Uilenhorst;8091WD;WEZEP; 269;Oldebroek;Gelderland;Bo;Rooms-Katholiek;40888;0;0;1;1;0;0;3;2;5;1;2;0;15
20170415;20170722;06LX;00;Sint Liduina-School;7524CS;ENSCHEDE; 153;Enschede;Overijssel;Bo;Rooms-Katholiek;58761;0;0;0;0;7;1;5;2;5;1;2;0;23
20170415;20170722;06LY;00;K.C. de Kiezel;5682AC;BEST; 753;Best;Noord-Brabant;Bo;Rooms-Katholiek;26977;0;0;3;2;2;0;15;5;8;9;5;0;49
20170415;20170722;06LZ;00;RK Bs De Rietvest;4791AM;KLUNDERT;1709;Moerdijk;Noord-Brabant;Bo;Rooms-Katholiek;41782;0;0;1;0;2;2;1;1;2;0;6;0;15
20170415;20170722;06MA;00;De Vuurvlinder;3905RS;VEENENDAAL; 345;Veenendaal;Utrecht;Bo;Rooms-Katholiek;31237;0;0;5;0;4;3;17;0;21;0;9;0;59
20170415;20170722;06MB;00;Basissch T Noorderlicht;3755VE;EEMNES; 317;Eemnes;Utrecht;Bo;Protestants-Christelijk;75753;0;0;0;1;0;0;4;0;4;0;1;0;10
20170415;20170722;06MC;00;Basisschool Munstergeleen;6151GM;MUNSTERGELEEN;1883;Sittard-Geleen;Limburg;Bo;Rooms-Katholiek;83280;0;0;0;0;8;0;5;3;12;0;11;1;40
20170415;20170722;06MD;00;BAVO-School;1645PN;URSEM;1598;Koggenland;Noord-Holland;Bo;Rooms-Katholiek;75375;0;0;0;1;5;1;5;2;4;1;4;0;23
20170415;20170722;06ME;00;Basissch De Zonnebloem;5757BB;LIESSEL; 762;Deurne;Noord-Brabant;Bo;Rooms-Katholiek;41223;0;0;4;0;4;3;6;0;10;0;3;0;30
20170415;20170722;06MF;00;Kath BS De Vlier;5704LD;HELMOND; 794;Helmond;Noord-Brabant;Bo;Rooms-Katholiek;30240;0;0;2;0;2;1;10;0;1;9;5;0;30
20170415;20170722;06MH;00;Basisschool De Beekgraaf;5388CV;NISTELRODE;1721;Bernheze;Noord-Brabant;Bo;Rooms-Katholiek;41020;0;0;2;2;4;1;8;2;4;1;3;0;27
20170415;20170722;06MI;00;Basissch De Vijfmaster;5463HB;VEGHEL; 860;Veghel;Noord-Brabant;Bo;Rooms-Katholiek;73712;0;0;2;0;7;0;8;0;7;0;2;0;26
20170415;20170722;06MJ;00;RK Bs Paulo Freire;4901AW;OOSTERHOUT NB; 826;Oosterhout;Noord-Brabant;Bo;Rooms-Katholiek;40278;0;0;3;2;2;0;0;0;4;0;4;0;15
20170415;20170722;06MM;00;Basisschool Weisterbeek;5961EH;HORST;1507;Horst aan de Maas;Limburg;Bo;Rooms-Katholiek;47920;0;0;5;1;2;7;5;0;14;6;2;0;42
20170415;20170722;06MQ;00;Vuurvogel;2716GV;ZOETERMEER; 637;Zoetermeer;Zuid-Holland;Bo;Antroposofisch;41359;0;0;1;0;0;0;1;3;7;0;8;0;20
20170415;20170722;06MS;00;Basisschool op de Top;6294AT;VIJLEN; 981;Vaals;Limburg;Bo;Rooms-Katholiek;41506;0;0;0;0;1;0;1;1;3;0;3;0;9
20170415;20170722;06MU;00;Prof. Titus Brandsma;7901BS;HOOGEVEEN; 118;Hoogeveen;Drenthe;Bo;Rooms-Katholiek;40888;0;0;1;0;4;1;5;0;10;0;4;0;25
20170415;20170722;06MV;00;Rosa-School;2573BA;'S-GRAVENHAGE; 518;'s-Gravenhage;Zuid-Holland;Bo;Rooms-Katholiek;40928;0;0;3;2;8;4;3;6;6;2;3;0;37
20170415;20170722;06MW;00;Basisschool De Regenboog;9602XA;HOOGEZAND;  18;Hoogezand-Sappemeer;Groningen;Bo;Protestants-Christelijk;41845;0;1;5;0;2;0;5;0;2;0;1;0;16
20170415;20170722;06MY;00;Basisschool De Rank;7822CC;EMMEN; 114;Emmen;Drenthe;Bo;Gereformeerd vrijgemaakt;41624;0;0;0;0;2;0;3;0;4;3;2;0;14
20170415;20170722;06MZ;00;RK Basisschool Twickelo;7491AK;DELDEN;1735;Hof van Twente;Overijssel;Bo;Rooms-Katholiek;37650;0;0;2;0;2;0;9;0;11;0;5;0;29
20170415;20170722;06NB;00;Het Mozaiek;9753EL;HAREN GN;  17;Haren;Groningen;Bo;Gereformeerd vrijgemaakt;42607;0;0;0;0;0;0;2;0;2;0;4;0;8
20170415;20170722;06NC;00;Sint Aloysius-School;7678VV;GEESTEREN OV; 183;Tubbergen;Overijssel;Bo;Rooms-Katholiek;50949;0;0;0;3;3;18;6;10;3;16;4;0;63
20170415;20170722;06NE;00;Basisschool Pancratius;6971BL;BRUMMEN; 213;Brummen;Gelderland;Bo;Rooms-Katholiek;76806;0;1;1;0;5;0;7;0;4;0;3;0;21
20170415;20170722;06NG;00;Du Marchie v Voorthuysen;8321RJ;URK; 184;Urk;Flevoland;Bo;Reformatorisch;49844;0;0;0;2;0;1;2;6;2;6;4;0;23
20170415;20170722;06NH;00;cbs De Citer;9903ET;APPINGEDAM;   3;Appingedam;Groningen;Bo;Protestants-Christelijk;41558;0;0;2;0;5;0;7;0;8;0;2;0;24
20170415;20170722;06NI;00;Pc Bso De Adelaar;8471BG;WOLVEGA;  98;Weststellingwerf;Friesland;Bo;Protestants-Christelijk;41282;0;0;1;0;6;0;1;0;7;0;4;0;19
20170415;20170722;06NJ;00;GBS De kleine beer;3833XB;LEUSDEN; 327;Leusden;Utrecht;Bo;Gereformeerd vrijgemaakt;40975;0;0;0;1;0;0;1;1;0;4;6;0;13
20170415;20170722;06NL;00;Basisschool Heeckeren;7471BC;GOOR;1735;Hof van Twente;Overijssel;Bo;Rooms-Katholiek;25351;0;0;1;0;14;0;10;0;14;0;10;0;49
20170415;20170722;06NM;00;Basisschool Taal & Lent;5915CG;VENLO; 983;Venlo;Limburg;Bo;Rooms-Katholiek;41018;0;0;0;0;3;0;2;0;0;0;0;0;5
20170415;20170722;06NN;00;Julianaschool;1401CL;BUSSUM;1942;Gooise Meren;Noord-Holland;Bo;Protestants-Christelijk;75753;0;0;0;0;5;0;17;0;27;6;38;0;93
20170415;20170722;06NO;00;Nieuwe Park Rozenburgsch;3062JE;ROTTERDAM; 599;Rotterdam;Zuid-Holland;Bo;Protestants-Christelijk;74531;0;0;1;1;0;0;2;3;7;16;26;0;56
20170415;20170722;06NR;00;Johannes Bogermanschool;7671CA;VRIEZENVEEN;1700;Twenterand;Overijssel;Bo;Reformatorisch;50299;0;0;0;0;5;1;2;1;7;0;3;0;19
20170415;20170722;06NS;00;Basisschool De Wegwijzer;6412EN;HEERLEN; 917;Heerlen;Limburg;Bo;Rooms-Katholiek;41506;0;0;2;0;3;1;3;5;7;5;3;0;29
20170415;20170722;06NU;00;Basissch Bij de Boarne;9212PS;BOORNBERGUM;  90;Smallingerland;Friesland;Bo;Protestants-Christelijk;40342;0;0;0;0;1;1;3;0;7;1;3;0;16
20170415;20170722;06NX;00;Dominee Koelmanschool;4204TR;GORINCHEM; 512;Gorinchem;Zuid-Holland;Bo;Reformatorisch;50988;0;0;1;0;3;0;6;3;12;3;11;0;39
20170415;20170722;06NY;00;Basisschool Het Kompas;4214DK;VUREN; 733;Lingewaal;Gelderland;Bo;Protestants-Christelijk;41396;0;0;4;0;1;0;9;0;3;1;4;0;22
20170415;20170722;06NZ;00;Gomarusschool;2352EP;LEIDERDORP; 547;Leiderdorp;Zuid-Holland;Bo;Reformatorisch;20183;0;0;0;0;2;0;4;1;2;0;3;0;12
20170415;20170722;06OA;00;Basisschool De Overhaal;1633HE;AVENHORN;1598;Koggenland;Noord-Holland;Bo;Rooms-Katholiek;75375;0;0;0;0;0;2;7;0;2;0;3;0;14
20170415;20170722;06OD;00;RK BS Schuttevaer;4417CD;HANSWEERT; 703;Reimerswaal;Zeeland;Bo;Rooms-Katholiek;77533;0;0;1;0;1;0;2;0;3;0;0;0;7
20170415;20170722;06OF;00;Basisschool Sint Trudo;5708GL;HELMOND; 794;Helmond;Noord-Brabant;Bo;Rooms-Katholiek;30240;0;0;1;1;0;0;2;2;4;3;9;0;22
20170415;20170722;06OH;00;Basisschool Matthias;5841AM;OPLOO;1702;Sint Anthonis;Noord-Brabant;Bo;Rooms-Katholiek;71749;0;0;0;1;0;0;1;0;0;9;0;0;11
20170415;20170722;06OJ;00;RK Basisschool de Maaskopkes;6223BD;MAASTRICHT; 935;Maastricht;Limburg;Bo;Rooms-Katholiek;41373;1;0;0;0;0;0;1;0;3;0;3;0;8
20170415;20170722;06OK;00;Basisschool De Wegwijzer;6645BR;WINSSEN; 209;Beuningen;Gelderland;Bo;Rooms-Katholiek;43487;0;0;2;0;2;0;2;0;2;1;3;0;12
20170415;20170722;06OM;00;De Wingerd;1689GN;ZWAAG; 405;Hoorn;Noord-Holland;Bo;Rooms-Katholiek;31657;0;0;1;0;6;0;6;2;15;6;8;0;44
20170415;20170722;06OP;00;Basisschool Pius 10;2661KZ;BERGSCHENHOEK;1621;Lansingerland;Zuid-Holland;Bo;Rooms-Katholiek;40928;0;0;0;4;2;1;9;2;8;5;14;0;45
20170415;20170722;06OQ;00;Basisschool Sint Jozef;2241KR;WASSENAAR; 629;Wassenaar;Zuid-Holland;Bo;Rooms-Katholiek;68329;0;2;1;2;0;0;5;2;6;5;7;0;30
20170415;20170722;06OR;00;RK Basisschool De Bottel;5973PN;LOTTUM;1507;Horst aan de Maas;Limburg;Bo;Rooms-Katholiek;47920;0;0;1;0;0;4;2;2;4;3;1;0;17
20170415;20170722;06OS;00;Basisschool Eben Haezer;2771HT;BOSKOOP; 484;Alphen aan den Rijn;Zuid-Holland;Bo;Reformatorisch;57969;0;1;1;0;6;0;0;14;10;0;11;0;43
20170415;20170722;06OT;00;Basisschool De Zevenster;3371JG;HARDINXVELD-GIESSENDAM; 523;Hardinxveld-Giessendam;Zuid-Holland;Bo;Gereformeerd vrijgemaakt;41646;0;0;0;0;2;0;2;3;1;3;0;0;11
20170415;20170722;06OU;00;De Ridderslag;2805BC;GOUDA; 513;Gouda;Zuid-Holland;Bo;Antroposofisch;59451;0;0;0;1;0;2;5;2;8;11;12;0;41
20170415;20170722;06OW;00;Basissch Het Fundament;4265HS;GENDEREN; 738;Aalburg;Noord-Brabant;Bo;Protestants-Christelijk;41239;0;0;1;0;3;0;5;0;10;0;3;0;22
