id;Gemeente;Groep_rij;Geslacht;Bij geboorte;Bij geboorte (afwijking tov NL);Bij 65 jaar;Bij 65 jaar (afwijking tov NL)
614;Westvoorne;Levensverwachting;Vrouwen;84,9;boven, 99% zeker;22,5;boven, 99% zeker
189;Wierden;Levensverwachting;Totaal;82,1;boven, 95% zeker;20,0;geen
189;Wierden;Levensverwachting;Mannen;80,3;geen;18,5;geen
189;Wierden;Levensverwachting;Vrouwen;83,8;geen;21,4;geen
296;Wijchen;Levensverwachting;Totaal;82,3;boven, 99% zeker;19,8;geen
296;Wijchen;Levensverwachting;Mannen;80,7;boven, 99% zeker;18,9;boven, 99% zeker
296;Wijchen;Levensverwachting;Vrouwen;83,8;boven, 99% zeker;20,6;onder, 99% zeker
1696;Wijdemeren;Levensverwachting;Totaal;82,3;boven, 99% zeker;20,1;geen
1696;Wijdemeren;Levensverwachting;Mannen;80,4;geen;18,9;boven, 95% zeker
1696;Wijdemeren;Levensverwachting;Vrouwen;84,1;boven, 99% zeker;21,3;geen
352;Wijk bij Duurstede;Levensverwachting;Totaal;82,3;boven, 99% zeker;20,5;boven, 99% zeker
352;Wijk bij Duurstede;Levensverwachting;Mannen;80,6;geen;19,1;boven, 99% zeker
352;Wijk bij Duurstede;Levensverwachting;Vrouwen;84,0;boven, 95% zeker;21,9;boven, 95% zeker
53;Winsum;Levensverwachting;Totaal;80,0;onder, 99% zeker;18,5;onder, 99% zeker
53;Winsum;Levensverwachting;Mannen;77,4;onder, 99% zeker;17,1;onder, 99% zeker
53;Winsum;Levensverwachting;Vrouwen;82,8;geen;19,9;onder, 99% zeker
294;Winterswijk;Levensverwachting;Totaal;82,1;boven, 95% zeker;19,8;geen
294;Winterswijk;Levensverwachting;Mannen;79,9;geen;18,2;geen
294;Winterswijk;Levensverwachting;Vrouwen;84,2;boven, 99% zeker;21,2;geen
873;Woensdrecht;Levensverwachting;Totaal;82,1;boven, 95% zeker;19,5;onder, 99% zeker
873;Woensdrecht;Levensverwachting;Mannen;79,9;geen;17,9;onder, 99% zeker
873;Woensdrecht;Levensverwachting;Vrouwen;84,3;boven, 99% zeker;21,1;geen
632;Woerden;Levensverwachting;Totaal;82,7;boven, 99% zeker;20,5;boven, 99% zeker
632;Woerden;Levensverwachting;Mannen;80,8;boven, 99% zeker;19,0;boven, 99% zeker
632;Woerden;Levensverwachting;Vrouwen;84,4;boven, 99% zeker;21,6;boven, 95% zeker
880;Wormerland;Levensverwachting;Totaal;83,4;boven, 99% zeker;21,0;boven, 99% zeker
880;Wormerland;Levensverwachting;Mannen;81,5;boven, 99% zeker;19,5;boven, 99% zeker
880;Wormerland;Levensverwachting;Vrouwen;85,2;boven, 99% zeker;22,5;boven, 99% zeker
351;Woudenberg;Levensverwachting;Totaal;82,0;geen;20,6;boven, 95% zeker
351;Woudenberg;Levensverwachting;Mannen;79,8;geen;18,5;geen
351;Woudenberg;Levensverwachting;Vrouwen;84,2;geen;22,5;boven, 99% zeker
874;Woudrichem;Levensverwachting;Totaal;81,8;geen;19,6;geen
874;Woudrichem;Levensverwachting;Mannen;80,5;geen;18,5;geen
874;Woudrichem;Levensverwachting;Vrouwen;83,1;geen;20,5;onder, 95% zeker
479;Zaanstad;Levensverwachting;Totaal;80,7;onder, 99% zeker;19,3;onder, 99% zeker
479;Zaanstad;Levensverwachting;Mannen;78,7;onder, 99% zeker;17,8;onder, 99% zeker
479;Zaanstad;Levensverwachting;Vrouwen;82,8;onder, 99% zeker;20,6;onder, 99% zeker
297;Zaltbommel;Levensverwachting;Totaal;81,4;geen;20,5;boven, 99% zeker
297;Zaltbommel;Levensverwachting;Mannen;79,4;geen;19,2;boven, 99% zeker
297;Zaltbommel;Levensverwachting;Vrouwen;83,2;geen;21,6;geen
473;Zandvoort;Levensverwachting;Totaal;79,3;onder, 99% zeker;19,1;onder, 99% zeker
473;Zandvoort;Levensverwachting;Mannen;77,5;onder, 99% zeker;17,6;onder, 99% zeker
473;Zandvoort;Levensverwachting;Vrouwen;80,9;onder, 99% zeker;20,5;onder, 99% zeker
707;Zederik;Levensverwachting;Totaal;82,0;geen;19,3;onder, 99% zeker
707;Zederik;Levensverwachting;Mannen;81,2;boven, 99% zeker;18,2;geen
707;Zederik;Levensverwachting;Vrouwen;82,7;geen;20,3;onder, 99% zeker
50;Zeewolde;Levensverwachting;Totaal;84,6;boven, 99% zeker;23,0;boven, 99% zeker
50;Zeewolde;Levensverwachting;Mannen;81,8;boven, 99% zeker;20,3;boven, 99% zeker
50;Zeewolde;Levensverwachting;Vrouwen;87,9;boven, 99% zeker;26,1;boven, 99% zeker
355;Zeist;Levensverwachting;Totaal;81,1;onder, 95% zeker;19,8;geen
355;Zeist;Levensverwachting;Mannen;79,9;geen;18,6;geen
355;Zeist;Levensverwachting;Vrouwen;82,0;onder, 99% zeker;20,7;onder, 99% zeker
299;Zevenaar;Levensverwachting;Totaal;81,6;geen;20,1;geen
299;Zevenaar;Levensverwachting;Mannen;79,4;geen;18,1;onder, 95% zeker
299;Zevenaar;Levensverwachting;Vrouwen;83,7;geen;22,1;boven, 99% zeker
637;Zoetermeer;Levensverwachting;Totaal;82,6;boven, 99% zeker;20,7;boven, 99% zeker
637;Zoetermeer;Levensverwachting;Mannen;80,8;boven, 99% zeker;19,1;boven, 99% zeker
637;Zoetermeer;Levensverwachting;Vrouwen;84,3;boven, 99% zeker;22,2;boven, 99% zeker
638;Zoeterwoude;Levensverwachting;Totaal;81,7;geen;20,5;geen
638;Zoeterwoude;Levensverwachting;Mannen;79,2;geen;18,6;geen
638;Zoeterwoude;Levensverwachting;Vrouwen;84,3;geen;22,4;boven, 99% zeker
56;Zuidhorn;Levensverwachting;Totaal;80,6;onder, 99% zeker;19,6;onder, 95% zeker
56;Zuidhorn;Levensverwachting;Mannen;79,2;geen;17,9;onder, 95% zeker
56;Zuidhorn;Levensverwachting;Vrouwen;81,9;onder, 99% zeker;21,1;geen
1892;Zuidplas;Levensverwachting;Totaal;83,2;boven, 99% zeker;20,9;boven, 99% zeker
1892;Zuidplas;Levensverwachting;Mannen;81,6;boven, 99% zeker;19,4;boven, 99% zeker
1892;Zuidplas;Levensverwachting;Vrouwen;84,7;boven, 99% zeker;22,3;boven, 99% zeker
879;Zundert;Levensverwachting;Totaal;81,9;geen;20,2;geen
879;Zundert;Levensverwachting;Mannen;79,7;geen;18,7;geen
879;Zundert;Levensverwachting;Vrouwen;84,3;boven, 95% zeker;21,7;geen
301;Zutphen;Levensverwachting;Totaal;80,8;onder, 99% zeker;19,9;geen
301;Zutphen;Levensverwachting;Mannen;79,3;geen;18,6;geen
301;Zutphen;Levensverwachting;Vrouwen;82,0;onder, 99% zeker;21,0;geen
1896;Zwartewaterland;Levensverwachting;Totaal;82,4;boven, 99% zeker;20,2;geen
1896;Zwartewaterland;Levensverwachting;Mannen;81,1;boven, 99% zeker;19,1;boven, 95% zeker
1896;Zwartewaterland;Levensverwachting;Vrouwen;83,5;geen;21,1;geen
642;Zwijndrecht;Levensverwachting;Totaal;82,0;boven, 95% zeker;20,4;boven, 99% zeker
642;Zwijndrecht;Levensverwachting;Mannen;80,3;geen;18,6;geen
642;Zwijndrecht;Levensverwachting;Vrouwen;83,6;geen;21,9;boven, 99% zeker
193;Zwolle;Levensverwachting;Totaal;81,4;geen;19,7;onder, 99% zeker
193;Zwolle;Levensverwachting;Mannen;79,8;geen;18,5;geen
193;Zwolle;Levensverwachting;Vrouwen;83,0;geen;20,7;onder, 99% zeker
